file,image_type,face_id,dominant_1,percent_1,dominant_2,percent_2,skin_tone,tone_label,accuracy(0-100),source
174josepan.jpg,color,1.0,#805642,0.55,#EEA794,0.45,#876249,3.0,84.69,ine
174juanpve.jpg,color,,#D29B7C,0.89,#694739,0.11,#B69279,8.0,90.93,ine
174mayrmc.jpg,color,1.0,#C18C72,0.85,#5A3C31,0.15,#B1886C,7.0,91.46,ine
175aguspve.jpg,color,1.0,#E99C84,0.87,#914C42,0.13,#BE9D86,9.0,86.42,ine
175marimc.jpg,color,1.0,#BD8464,0.85,#664532,0.15,#B1886C,7.0,92.56,ine
175vinipan.jpg,color,,#AF6651,0.6,#E39A88,0.4,#A87F64,6.0,87.86,ine
180ignamc.jpg,color,1.0,#7B4E30,0.54,#C79D84,0.46,#946C51,4.0,86.29,ine
180ividpan.jpg,color,1.0,#E9AA93,0.71,#694734,0.29,#B69279,8.0,83.19,ine
180jasmpve.jpg,color,1.0,#B38F85,0.78,#694C47,0.22,#B69279,8.0,88.51,ine
180julimc.jpg,color,1.0,#D79A7D,0.84,#6F4738,0.16,#B69279,8.0,88.78,ine
180migupve.jpg,color,1.0,#E5B5A7,0.63,#A37368,0.37,#C5A691,10.0,88.16,ine
180yolapan.jpg,color,1.0,#DEA693,0.72,#6E3A33,0.28,#B69279,8.0,83.28,ine
181anypve.jpg,color,1.0,#CD9F85,0.59,#99664E,0.41,#B69279,8.0,90.5,ine
181carlpan.jpg,color,,#794A3B,0.54,#C49380,0.46,#946C51,4.0,85.85,ine
181salvmc.jpg,color,,#D5A679,0.65,#9B6542,0.35,#B69279,8.0,88.81,ine
182anapan.jpg,color,1.0,#C59893,0.54,#69382A,0.46,#946C51,4.0,81.17,ine
182beatpve.jpg,color,1.0,#E0AD93,0.86,#895040,0.14,#C5A691,10.0,90.28,ine
182candmc,182candmc.jpg is not found or is not a valid image.,,,,,,,,,ine
183danimc.jpg,color,1.0,#CC9E86,0.74,#7F5C4C,0.26,#BE9D86,9.0,90.67,ine
183jorgpve.jpg,color,1.0,#A07970,0.57,#734C45,0.43,#946C51,4.0,88.63,ine
183laurpan.jpg,color,,#CFA099,0.59,#875956,0.41,#A87F64,6.0,84.24,ine
190blanpve.jpg,color,1.0,#A26A55,0.73,#653B2F,0.27,#946C51,4.0,90.87,ine
190fernpan,190fernpan.jpg is not found or is not a valid image.,,,,,,,,,ine
190karipan.jpg,color,,#E2B098,0.57,#5F4033,0.43,#A87F64,6.0,80.3,ine
190luismc.jpg,color,1.0,#CD9F7E,0.56,#825D3D,0.44,#B1886C,7.0,88.12,ine
190martmc.jpg,color,1.0,#D89C86,0.54,#8B5540,0.46,#A0765A,5.0,86.18,ine
190waldpve.jpg,color,1.0,#BC866C,0.67,#765140,0.33,#A87F64,6.0,90.44,ine
191homepan.jpg,color,1.0,#B78977,0.56,#62493F,0.44,#A87F64,6.0,86.69,ine
191javimc.jpg,color,,#D07C4E,0.85,#EDE1D9,0.15,#B1886C,7.0,87.9,ine
191jesupve,191jesupve.jpg is not found or is not a valid image.,,,,,,,,,ine
192andrpan.jpg,color,1.0,#CD8D76,0.52,#8D584A,0.48,#A0765A,5.0,87.83,ine
192marimc.jpg,color,1.0,#AF7B5E,0.75,#75513D,0.25,#A0765A,5.0,93.45,ine
192maripve.jpg,color,1.0,#81572C,0.5,#DBAB76,0.5,#A0765A,5.0,84.35,ine
193clarpve.jpg,color,1.0,#D1A98E,0.56,#6D472A,0.44,#B1886C,7.0,83.18,ine
193iovamc.jpg,color,1.0,#D1AA9F,0.69,#6F5041,0.31,#C5A691,10.0,85.38,ine
193luzpan.jpg,color,1.0,#CAA080,0.72,#785844,0.28,#BE9D86,9.0,90.24,ine
194ampapan.jpg,color,1.0,#CF977D,0.59,#624235,0.41,#A87F64,6.0,84.37,ine
194irglpve.jpg,color,,#C3937D,0.7,#684437,0.3,#B1886C,7.0,87.98,ine
194jorgmc.jpg,color,1.0,#D6B19A,0.68,#96705E,0.32,#C5A691,10.0,91.56,ine
195marlpan.jpg,color,1.0,#DBAB95,0.74,#814A3F,0.26,#C5A691,10.0,87.32,ine
195paolmc.jpg,color,1.0,#E5B094,0.82,#7D574A,0.18,#C5A691,10.0,89.03,ine
195santpve.jpg,color,1.0,#F79892,0.63,#C7625D,0.37,#B1886C,7.0,82.31,ine
196annipan.jpg,color,1.0,#DAAC97,0.69,#7C4C35,0.31,#C5A691,10.0,86.15,ine
196artupve.jpg,color,1.0,#C89C88,0.62,#AD3F34,0.38,#B69279,8.0,86.45,ine
196iraimc.jpg,color,1.0,#DF9A76,0.74,#734639,0.26,#B1886C,7.0,85.86,ine
197carlpve.jpg,color,1.0,#C59580,0.8,#765547,0.2,#B69279,8.0,91.06,ine
197josepan.jpg,color,1.0,#BB9180,0.68,#9B6C53,0.32,#B1886C,7.0,93.02,ine
197raulmc.jpg,color,1.0,#D5A189,0.73,#876254,0.27,#BE9D86,9.0,89.57,ine
198adripve.jpg,color,1.0,#D38C6F,0.77,#67423D,0.23,#B1886C,7.0,87.0,ine
198brenmc.jpg,color,,#C69773,0.74,#62412D,0.26,#B1886C,7.0,88.53,ine
198madpan.jpg,color,,#DE9075,0.63,#7A3C35,0.37,#A87F64,6.0,83.04,ine
199danipve.jpg,color,1.0,#CF9382,0.84,#6D4D48,0.16,#B69279,8.0,88.29,ine
199juanpan.jpg,color,1.0,#C9957A,0.56,#835442,0.44,#A87F64,6.0,87.92,ine
199yazmmc.jpg,color,1.0,#BA8873,0.77,#654235,0.23,#A87F64,6.0,90.08,ine
200abigpan.jpg,color,1.0,#D39F84,0.56,#935E4C,0.44,#B1886C,7.0,88.26,ine
200adolpri.jpg,color,1.0,#D7976C,0.72,#7E533A,0.28,#B1886C,7.0,88.04,ine
200angept.jpg,color,1.0,#CBA08C,0.57,#957263,0.43,#B69279,8.0,91.51,ine
200antomor.jpg,color,1.0,#D4956F,0.76,#8C5A3F,0.24,#B1886C,7.0,90.03,ine
200daisprd.jpg,color,1.0,#B3907F,0.57,#765B55,0.43,#A87F64,6.0,88.76,ine
200elvimc,200elvimc.jpg is not found or is not a valid image.,,,,,,,,,ine
200flormc,200flormc.jpg is not found or is not a valid image.,,,,,,,,,ine
200grispan.jpg,color,1.0,#E1A392,0.67,#7B574B,0.33,#B69279,8.0,84.82,ine
200karlpt.jpg,color,1.0,#CA9B84,0.7,#83614F,0.3,#B69279,8.0,90.63,ine
200laurpve.jpg,color,,#684E37,0.57,#B08779,0.43,#775741,2.0,88.46,ine
200luismor.jpg,color,1.0,#B98A6E,0.87,#805845,0.13,#B1886C,7.0,95.83,ine
200maripri,200maripri.jpg is not found or is not a valid image.,,,,,,,,,ine
200robepve.jpg,color,1.0,#835442,0.59,#B57D69,0.41,#876249,3.0,90.6,ine
200tomaprd.jpg,color,,#82523E,0.55,#C78A64,0.45,#946C51,4.0,88.58,ine
201amalpan,201amalpan.jpg is not found or is not a valid image.,,,,,,,,,ine
201ivanmc,201ivanmc.jpg is not found or is not a valid image.,,,,,,,,,ine
201miripve.jpg,color,1.0,#D7AC94,0.71,#836247,0.29,#C5A691,10.0,89.93,ine
202irmapve.jpg,color,1.0,#B97457,0.56,#7B4738,0.44,#946C51,4.0,88.64,ine
202julipan.jpg,color,,#E1AA90,0.84,#835D4D,0.16,#C5A691,10.0,89.93,ine
202marimc,202marimc.jpg is not found or is not a valid image.,,,,,,,,,ine
203arelpan.jpg,color,1.0,#E4AA87,0.82,#723C29,0.18,#BE9D86,9.0,86.67,ine
203margpve.jpg,color,1.0,#A57560,0.55,#6C4333,0.45,#946C51,4.0,89.9,ine
203mitzmc.jpg,color,,#BE9E95,0.53,#816763,0.47,#B69279,8.0,87.02,ine
204gladpve.jpg,color,1.0,#B0877A,0.6,#67473E,0.4,#A0765A,5.0,86.9,ine
204jesupan,204jesupan.jpg is not found or is not a valid image.,,,,,,,,,ine
204martpt.jpg,color,1.0,#C78D79,0.69,#8D413A,0.31,#B1886C,7.0,87.18,ine
204natymor.jpg,color,,#B6B2A7,0.52,#2C3231,0.48,#946C51,4.0,71.65,ine
204palemc,204palemc.jpg is not found or is not a valid image.,,,,,,,,,ine
205caromor.jpg,color,,#78514B,0.65,#CDA198,0.35,#876249,3.0,84.62,ine
205josemc.jpg,color,1.0,#7E4E47,0.6,#B38279,0.4,#876249,3.0,86.86,ine
205krispan.jpg,color,1.0,#C88E7B,0.8,#70473B,0.2,#B1886C,7.0,88.81,ine
205nidipt.jpg,color,1.0,#C2927A,0.62,#8F5545,0.38,#B1886C,7.0,89.77,ine
205sarapve.jpg,color,1.0,#CC9A85,0.63,#896357,0.37,#B69279,8.0,89.39,ine
206angemc,206angemc.jpg is not found or is not a valid image.,,,,,,,,,ine
206josepan,206josepan.jpg is not found or is not a valid image.,,,,,,,,,ine
206josepve.jpg,color,1.0,#E8B59E,0.8,#8D6758,0.2,#C5A691,10.0,89.28,ine
207elizpan.jpg,color,1.0,#C68D70,0.68,#8D513C,0.32,#B1886C,7.0,90.04,ine
207glorpve.jpg,color,1.0,#DCA080,0.85,#79422F,0.15,#BE9D86,9.0,88.53,ine
207josemc.jpg,color,1.0,#DC9E8F,0.64,#C57746,0.36,#B1886C,7.0,88.87,ine
208davipan.jpg,color,1.0,#B97F69,0.6,#7D533E,0.4,#A0765A,5.0,90.21,ine
208javimc,208javimc.jpg is not found or is not a valid image.,,,,,,,,,ine
208raulpve.jpg,color,,#D5A794,0.65,#886455,0.35,#BE9D86,9.0,88.94,ine
209josepan.jpg,color,1.0,#B18163,0.81,#84634F,0.19,#A87F64,6.0,95.85,ine
209maripve,209maripve.jpg is not found or is not a valid image.,,,,,,,,,ine
209neftmc,209neftmc.jpg is not found or is not a valid image.,,,,,,,,,ine
210alidmc.jpg,color,,#CE9079,0.63,#733B31,0.37,#A87F64,6.0,84.67,ine
210anapan.jpg,color,1.0,#EF9877,0.84,#78432F,0.16,#B1886C,7.0,84.88,ine
210lizepve.jpg,color,1.0,#C38E6F,0.85,#6E4A3A,0.15,#B1886C,7.0,92.5,ine
210moispve.jpg,color,1.0,#E7AC97,0.52,#8D5E4D,0.48,#A87F64,6.0,85.37,ine
210nestpan.jpg,color,1.0,#BF9281,0.67,#6B4845,0.33,#B1886C,7.0,87.09,ine
210sofimc.jpg,color,,#6A4932,0.64,#C29F8B,0.36,#775741,2.0,87.07,ine
211cesamc.jpg,color,1.0,#C47F65,0.56,#92533D,0.44,#A0765A,5.0,89.1,ine
211gisspve.jpg,color,,#CF9F8F,0.7,#6F483F,0.3,#B69279,8.0,85.7,ine
211ricapan.jpg,color,1.0,#D1A08F,0.68,#876156,0.32,#B69279,8.0,88.47,ine
212alexmc.jpg,color,1.0,#D5A9A0,0.64,#704F47,0.36,#BE9D86,9.0,83.33,ine
212fatipve.jpg,color,1.0,#E7BAA4,0.75,#7A5D50,0.25,#C8AC99,11.0,87.8,ine
212victpan.jpg,color,,#CA9383,0.7,#66473D,0.3,#B1886C,7.0,85.93,ine
213jaqumc.jpg,color,1.0,#ECBDA3,0.8,#7C5446,0.2,#C8AC99,11.0,87.47,ine
213josepan.jpg,color,1.0,#B18D7F,0.5,#70554E,0.5,#946C51,4.0,87.19,ine
213maripve.jpg,color,1.0,#DBAD9B,0.51,#7C5C4A,0.49,#A0765A,5.0,84.9,ine
214juanpve.jpg,color,1.0,#B78475,0.52,#90675F,0.48,#A87F64,6.0,90.55,ine
214maripan.jpg,color,,#DAAC98,0.8,#5E4036,0.2,#C5A691,10.0,87.69,ine
214raulmc.jpg,color,,#C69881,0.51,#7C5543,0.49,#A0765A,5.0,87.28,ine
215jairpan.jpg,color,,#E4DEDA,0.66,#474E51,0.34,#C8AC99,11.0,75.67,ine
215rafapve.jpg,color,1.0,#CB8B6B,0.58,#6E4836,0.42,#A0765A,5.0,86.4,ine
215victmc.jpg,color,1.0,#C78F78,0.57,#633C32,0.43,#A87F64,6.0,84.37,ine
216alejpve.jpg,color,,#DC9D82,0.55,#764D3F,0.45,#A87F64,6.0,84.35,ine
216josemc.jpg,color,1.0,#DA9779,0.55,#B65F26,0.45,#B1886C,7.0,88.17,ine
216julipan.jpg,color,,#B47535,0.69,#DEB9AC,0.31,#B1886C,7.0,87.86,ine
217claupve.jpg,color,1.0,#F4CEBC,0.87,#866963,0.13,#C8AC99,11.0,88.41,ine
217genopan.jpg,color,1.0,#D5A38F,0.82,#693F35,0.18,#BE9D86,9.0,88.06,ine
217guadmc.jpg,color,,#AB745F,0.65,#693B2D,0.35,#946C51,4.0,89.22,ine
218carlpve.jpg,color,1.0,#BD7558,0.63,#8A4E3B,0.37,#A0765A,5.0,89.54,ine
218karlmc.jpg,color,1.0,#E5A28B,0.8,#724638,0.2,#BE9D86,9.0,85.16,ine
218ricapan.jpg,color,1.0,#BE8B7D,0.67,#774E45,0.33,#A87F64,6.0,87.49,ine
219josepve.jpg,color,,#C88F81,0.71,#774F48,0.29,#A87F64,6.0,86.7,ine
219maripan.jpg,color,,#DCB39D,0.82,#6F503F,0.18,#C8AC99,11.0,89.87,ine
219rosamc.jpg,color,1.0,#C89984,0.67,#724A3C,0.33,#B1886C,7.0,87.19,ine
220aguspan.jpg,color,1.0,#DF9F88,0.68,#7D5549,0.32,#B1886C,7.0,85.65,ine
220alejpve.jpg,color,1.0,#B9836C,0.73,#794C38,0.27,#A87F64,6.0,90.85,ine
220almapt.jpg,color,,#D2957E,0.71,#694537,0.29,#B1886C,7.0,86.29,ine
220beatmor.jpg,color,1.0,#DC9F83,0.75,#6D4A39,0.25,#B69279,8.0,86.4,ine
220carlpt.jpg,color,,#E09B79,0.63,#995F47,0.37,#B1886C,7.0,88.06,ine
220gabrpve.jpg,color,1.0,#F0A999,0.78,#6F473F,0.22,#C5A691,10.0,82.72,ine
220iliamc.jpg,color,1.0,#DAAA9D,0.69,#765449,0.31,#C5A691,10.0,85.29,ine
220josemc.jpg,color,1.0,#D99D91,0.79,#7E544D,0.21,#BE9D86,9.0,86.35,ine
220maripan.jpg,color,1.0,#CE967C,0.62,#704736,0.38,#B1886C,7.0,85.96,ine
220santmor.jpg,color,1.0,#92645A,0.52,#CA9C90,0.48,#A87F64,6.0,87.7,ine
221artumc.jpg,color,,#D16239,0.75,#692D1C,0.25,#A0765A,5.0,83.66,ine
221gilbpve.jpg,color,,#C4916D,0.63,#936241,0.37,#B1886C,7.0,91.91,ine
221luzpan.jpg,color,1.0,#D39F85,0.74,#674738,0.26,#B69279,8.0,87.11,ine
222germpan.jpg,color,1.0,#CE8C7C,0.51,#A06253,0.49,#A87F64,6.0,88.6,ine
222laurmc.jpg,color,1.0,#DFA887,0.81,#7B5F53,0.19,#BE9D86,9.0,89.63,ine
222ricapve.jpg,color,1.0,#D39688,0.83,#87584B,0.17,#B69279,8.0,88.27,ine
223malpan.jpg,color,1.0,#A57362,0.66,#623F34,0.34,#946C51,4.0,89.42,ine
223marimor.jpg,color,1.0,#CD8E5F,0.76,#6A4328,0.24,#B1886C,7.0,88.11,ine
223rodrpve.jpg,color,1.0,#CB866E,0.72,#96614D,0.28,#A87F64,6.0,90.23,ine
223sandpt.jpg,color,1.0,#DF9575,0.65,#955843,0.35,#B1886C,7.0,87.24,ine
223veromc.jpg,color,1.0,#C28978,0.76,#72433C,0.24,#A87F64,6.0,88.06,ine
224crispve.jpg,color,1.0,#C09071,0.62,#7C5136,0.38,#B1886C,7.0,89.58,ine
224elbamc.jpg,color,1.0,#CFAB9C,0.7,#845E54,0.3,#C5A691,10.0,89.53,ine
224magmor.jpg,color,1.0,#D08A69,0.67,#744130,0.33,#A87F64,6.0,86.38,ine
224pedrpt.jpg,color,,#895849,0.61,#C79484,0.39,#946C51,4.0,88.01,ine
224robepan.jpg,color,1.0,#D6906B,0.68,#7A4B37,0.32,#B1886C,7.0,87.04,ine
225barbpve.jpg,color,1.0,#C49B83,0.79,#5F4035,0.21,#B69279,8.0,90.37,ine
225javimc.jpg,color,,#81482E,0.56,#C2886B,0.44,#946C51,4.0,87.45,ine
225maripan.jpg,color,1.0,#C99D83,0.55,#865B46,0.45,#B1886C,7.0,88.43,ine
226beatpan.jpg,color,1.0,#7C5543,0.58,#CA9D85,0.42,#876249,3.0,87.71,ine
226luispve.jpg,color,,#DBA690,0.71,#976A55,0.29,#BE9D86,9.0,89.94,ine
230almapve.jpg,color,,#D4A891,0.52,#775B4D,0.48,#A87F64,6.0,85.43,ine
230cindpan.jpg,color,1.0,#BE8B78,0.72,#6C4737,0.28,#B1886C,7.0,88.98,ine
230eugepve.jpg,color,1.0,#C3A18C,0.85,#664A3C,0.15,#BE9D86,9.0,93.62,ine
230mayumc.jpg,color,1.0,#B88981,0.64,#925747,0.36,#A87F64,6.0,88.09,ine
230mayupan.jpg,color,1.0,#BE988C,0.58,#735955,0.42,#A87F64,6.0,86.07,ine
230robemc.jpg,color,1.0,#F2C9AD,0.51,#CC9674,0.49,#C5A691,10.0,91.22,ine
231carlmc,231carlmc.jpg is not found or is not a valid image.,,,,,,,,,ine
231josepan.jpg,color,1.0,#BC8876,0.62,#6E4A3C,0.38,#A87F64,6.0,87.73,ine
231juanpve.jpg,color,,#BD8A72,0.57,#81523C,0.43,#A87F64,6.0,89.33,ine
232corapan.jpg,color,1.0,#DBA38D,0.64,#694839,0.36,#B1886C,7.0,83.79,ine
232eldapve.jpg,color,1.0,#EBB9A7,0.86,#80615B,0.14,#C8AC99,11.0,89.06,ine
232laylmc,232laylmc.jpg is not found or is not a valid image.,,,,,,,,,ine
233emmapt.jpg,color,1.0,#CD9B89,0.71,#856960,0.29,#B69279,8.0,90.05,ine
233josepan.jpg,color,1.0,#C78B86,0.6,#8C6159,0.4,#A87F64,6.0,86.76,ine
233luismor.jpg,color,1.0,#6F4945,0.51,#AB6B5C,0.49,#876249,3.0,87.89,ine
233marimc,233marimc.jpg is not found or is not a valid image.,,,,,,,,,ine
233yamipve.jpg,color,1.0,#C9906E,0.6,#744D3B,0.4,#A87F64,6.0,87.53,ine
234aridmc,234aridmc.jpg is not found or is not a valid image.,,,,,,,,,ine
234martpan,234martpan.jpg is not found or is not a valid image.,,,,,,,,,ine
234mildpve.jpg,color,1.0,#D89E86,0.81,#6F5146,0.19,#BE9D86,9.0,88.26,ine
240artumc.jpg,color,,#6C421D,0.59,#C8835C,0.41,#876249,3.0,86.07,ine
240gilbpve.jpg,color,1.0,#D59E82,0.64,#8D6250,0.36,#B69279,8.0,89.13,ine
240jaimpan.jpg,color,1.0,#BC8F7F,0.61,#774A3B,0.39,#A87F64,6.0,87.26,ine
240josemc.jpg,color,1.0,#CE977B,0.69,#6F4534,0.31,#B1886C,7.0,87.15,ine
240juanmor.jpg,color,1.0,#BD9581,0.68,#765B50,0.32,#B69279,8.0,90.68,ine
240renept.jpg,color,1.0,#CC8F74,0.64,#91634D,0.36,#B1886C,7.0,90.64,ine
240ritamor.jpg,color,1.0,#BE9E8A,0.68,#684E41,0.32,#BE9D86,9.0,89.11,ine
240ruthpve.jpg,color,1.0,#D6A38A,0.66,#6A4F3E,0.34,#B69279,8.0,85.68,ine
240terept.jpg,color,1.0,#D09A8F,0.66,#6A4239,0.34,#A87F64,6.0,83.26,ine
240veropan.jpg,color,1.0,#C88C6F,0.69,#704936,0.31,#B1886C,7.0,88.37,ine
241arempve.jpg,color,1.0,#BF9D8D,0.81,#654D43,0.19,#BE9D86,9.0,91.28,ine
241carlpan,241carlpan.jpg is not found or is not a valid image.,,,,,,,,,ine
241erikmc,241erikmc.jpg is not found or is not a valid image.,,,,,,,,,ine
242josepve,242josepve.jpg is not found or is not a valid image.,,,,,,,,,ine
242marimc.jpg,color,,#D99A79,0.84,#623A21,0.16,#B69279,8.0,87.93,ine
242wendpan.jpg,color,1.0,#CBA18B,0.67,#82604E,0.33,#BE9D86,9.0,90.22,ine
243eirapan,243eirapan.jpg is not found or is not a valid image.,,,,,,,,,ine
243hectmc.jpg,color,1.0,#E59977,0.74,#A17253,0.26,#B1886C,7.0,89.78,ine
243oscapve.jpg,color,,#D2997B,0.84,#7D5645,0.16,#B69279,8.0,90.81,ine
244danimc.jpg,color,1.0,#BF8364,0.85,#6F4D3E,0.15,#B1886C,7.0,92.22,ine
244franpve.jpg,color,1.0,#C8937B,0.82,#78513F,0.18,#B69279,8.0,91.05,ine
244gabrpan.jpg,color,1.0,#C77E5F,0.59,#664734,0.41,#A0765A,5.0,86.86,ine
244gabrpan.jpg,color,2.0,#C88B6E,0.65,#6A4C3A,0.35,#A87F64,6.0,87.72,ine
245danipve,245danipve.jpg is not found or is not a valid image.,,,,,,,,,ine
245davipan.jpg,color,1.0,#D09A8B,0.65,#895F53,0.35,#B1886C,7.0,87.82,ine
245marimc.jpg,color,1.0,#D8B098,0.62,#755544,0.38,#C5A691,10.0,85.95,ine
246juanpve.jpg,color,,#9B7461,0.84,#523C33,0.16,#A0765A,5.0,93.3,ine
246luismc.jpg,color,1.0,#CE9E89,0.72,#7B5746,0.28,#B69279,8.0,88.88,ine
246meiypan.jpg,color,1.0,#C89D87,0.66,#826254,0.34,#B69279,8.0,90.43,ine
247bricpve.jpg,color,,#E0A892,0.68,#8F5C4D,0.32,#BE9D86,9.0,87.04,ine
247mayrmc.jpg,color,1.0,#B06E55,0.73,#6C3121,0.27,#946C51,4.0,88.98,ine
247nubipan.jpg,color,,#D8B09F,0.64,#7B5C50,0.36,#C5A691,10.0,86.92,ine
250eduapan.jpg,color,1.0,#C98B74,0.63,#8B5D4B,0.37,#A87F64,6.0,89.75,ine
250enrimor.jpg,color,,#D7AB9E,0.58,#956457,0.42,#BE9D86,9.0,86.89,ine
250imelmor.jpg,color,,#7B3C23,0.61,#D7A682,0.39,#876249,3.0,82.59,ine
250jesupt.jpg,color,1.0,#B4725D,0.52,#763F2D,0.48,#946C51,4.0,87.73,ine
250jesupve.jpg,color,1.0,#D59D91,0.77,#9E746D,0.23,#BE9D86,9.0,89.19,ine
250marimc,250marimc.jpg is not found or is not a valid image.,,,,,,,,,ine
250migumc.jpg,color,1.0,#AD775B,0.82,#573526,0.18,#A0765A,5.0,92.49,ine
250nubipve.jpg,color,1.0,#D6A198,0.58,#795047,0.42,#A87F64,6.0,83.11,ine
250palopan.jpg,color,,#CD988B,0.55,#64463D,0.45,#A0765A,5.0,82.93,ine
250yolapt.jpg,color,1.0,#CA865E,0.6,#673F2A,0.4,#A0765A,5.0,85.94,ine
251dianmc.jpg,color,1.0,#E9B8A6,0.79,#775048,0.21,#C8AC99,11.0,86.65,ine
251gracpve.jpg,color,,#CE9C8D,0.66,#7D574E,0.34,#B69279,8.0,86.66,ine
251juanpan.jpg,color,1.0,#C1988A,0.64,#75544B,0.36,#B69279,8.0,87.25,ine
252anamor.jpg,color,1.0,#CA9788,0.73,#82594F,0.27,#B69279,8.0,88.37,ine
252barbmc.jpg,color,1.0,#D19E8A,0.57,#7B4E3E,0.43,#A87F64,6.0,85.17,ine
252brenpan.jpg,color,1.0,#DBA389,0.61,#7F5947,0.39,#B1886C,7.0,86.35,ine
252gilbpve.jpg,color,1.0,#EEB6A8,0.7,#C69085,0.3,#C5A691,10.0,89.42,ine
252luispt.jpg,color,1.0,#B28163,0.57,#72503B,0.43,#A0765A,5.0,90.57,ine
253jesupve.jpg,color,1.0,#BD8270,0.5,#8E5746,0.5,#A0765A,5.0,89.27,ine
253lilipan,253lilipan.jpg is not found or is not a valid image.,,,,,,,,,ine
253wilbmc.jpg,color,1.0,#C98B6D,0.87,#723A23,0.13,#B1886C,7.0,91.07,ine
254alfomc.jpg,color,1.0,#DA8B63,0.57,#8E5640,0.43,#A0765A,5.0,87.41,ine
254felipve.jpg,color,,#C39F94,0.64,#5D4338,0.36,#B69279,8.0,83.89,ine
254luispan.jpg,color,1.0,#9C7E77,0.67,#7B5E57,0.33,#A0765A,5.0,89.42,ine
255ivanmc.jpg,color,1.0,#B6886C,0.73,#855941,0.27,#B1886C,7.0,93.94,ine
255jesupve.jpg,color,,#DDB09F,0.65,#986B5B,0.35,#C5A691,10.0,89.1,ine
255sergpan.jpg,color,,#D7AC93,0.59,#876353,0.41,#BE9D86,9.0,88.15,ine
256carmpve.jpg,color,1.0,#DCADA3,0.72,#6C514A,0.28,#C5A691,10.0,84.77,ine
256germpan.jpg,color,1.0,#CD9994,0.78,#845E5A,0.22,#B69279,8.0,86.23,ine
256iliapt.jpg,color,1.0,#C39B8A,0.64,#865544,0.36,#B69279,8.0,88.41,ine
256monimc.jpg,color,1.0,#B88164,0.75,#663B28,0.25,#A87F64,6.0,90.71,ine
256olegmor.jpg,color,,#B29381,0.58,#705445,0.42,#A87F64,6.0,88.0,ine
257cruzpan,257cruzpan.jpg is not found or is not a valid image.,,,,,,,,,ine
257hectmc.jpg,color,1.0,#BD8D7A,0.67,#825D4E,0.33,#B1886C,7.0,90.57,ine
257merapve.jpg,color,1.0,#604636,0.51,#B79A90,0.49,#876249,3.0,83.75,ine
260celipt.jpg,color,1.0,#DFB4A0,0.74,#795445,0.26,#C5A691,10.0,87.59,ine
260ernemc.jpg,color,1.0,#DDA693,0.62,#A4644B,0.38,#B69279,8.0,87.89,ine
260froypt.jpg,color,1.0,#B58975,0.83,#77574A,0.17,#B1886C,7.0,93.57,ine
260herimor.jpg,color,1.0,#D0968F,0.66,#7F5250,0.34,#A87F64,6.0,83.98,ine
260lizbpve.jpg,color,1.0,#C1987C,0.56,#71513C,0.44,#B1886C,7.0,87.26,ine
260loremor.jpg,color,1.0,#D1A490,0.65,#6F4A3D,0.35,#B69279,8.0,85.27,ine
260manlpan.jpg,color,1.0,#B99988,0.64,#7D6353,0.36,#B69279,8.0,90.97,ine
260marimc.jpg,color,1.0,#D39B7F,0.76,#855944,0.24,#B69279,8.0,89.85,ine
260maripan.jpg,color,1.0,#D9A999,0.76,#795451,0.24,#C5A691,10.0,87.47,ine
260paolpve.jpg,color,1.0,#CC9F97,0.53,#815D54,0.47,#A87F64,6.0,85.56,ine
261anapan.jpg,color,1.0,#D7AA93,0.57,#7B523F,0.43,#B69279,8.0,84.65,ine
261claumc,261claumc.jpg is not found or is not a valid image.,,,,,,,,,ine
261manupve.jpg,color,1.0,#B3806F,0.63,#7B5047,0.37,#A0765A,5.0,89.14,ine
262jesupve.jpg,color,1.0,#E99274,0.66,#82422F,0.34,#A87F64,6.0,83.28,ine
262josemc.jpg,color,1.0,#E19C8A,0.68,#87584C,0.32,#B1886C,7.0,85.54,ine
262josepan.jpg,color,,#C49491,0.66,#775A57,0.34,#A87F64,6.0,84.94,ine
263dianpve.jpg,color,1.0,#D9A997,0.64,#6F4D3B,0.36,#B69279,8.0,84.08,ine
263jorgpan.jpg,color,1.0,#7A4C36,0.54,#C69E90,0.46,#876249,3.0,85.46,ine
263rogemc.jpg,color,1.0,#E9B19B,0.61,#966755,0.39,#BE9D86,9.0,86.77,ine
264caromc.jpg,color,,#B68370,0.71,#664032,0.29,#A87F64,6.0,88.99,ine
264javipan.jpg,color,,#8D5B55,0.68,#DEB2A0,0.32,#946C51,4.0,85.17,ine
264ramopve.jpg,color,,#A11615,0.54,#CE9988,0.46,#A0765A,5.0,80.06,ine
265adolmc.jpg,color,,#E3B6A4,0.57,#97634E,0.43,#BE9D86,9.0,86.19,ine
265ernepan.jpg,color,,#C9998E,0.76,#7D544D,0.24,#B69279,8.0,87.51,ine
265jacopve.jpg,color,1.0,#DCAA8C,0.63,#8B634D,0.37,#BE9D86,9.0,88.31,ine
266anabpve.jpg,color,1.0,#D19D88,0.6,#704B40,0.4,#B1886C,7.0,84.7,ine
266eduapan.jpg,color,,#D5A194,0.63,#A36A57,0.37,#B69279,8.0,88.55,ine
266gustmc,266gustmc.jpg is not found or is not a valid image.,,,,,,,,,ine
