ent,p160101_codigohex,r_rgbd,g_rgbd,b_rgbd,proder_label
16,99745B,153,116,91,7
16,A87E62,168,126,98,6
16,AE8767,174,135,103,5
16,936F58,147,111,88,8
16,AE8667,174,134,103,5
16,B79175,183,145,117,4
16,AD8667,173,134,103,5
16,A8836B,168,131,107,6
16,936852,147,104,82,8
16,AD836B,173,131,107,5
16,B6886A,182,136,106,5
16,B89075,184,144,117,4
16,B1896A,177,137,106,5
16,BC9783,188,151,131,3
16,A8795F,168,121,95,6
16,977364,151,115,100,7
16,715850,113,88,80,10
16,99735C,153,115,92,7
16,88684F,136,104,79,9
16,9B6952,155,105,82,8
16,352D29,53,45,41,11
16,977359,151,115,89,7
16,C89B84,200,155,132,3
16,A6876E,166,135,110,5
16,97745C,151,116,92,7
16,483B2E,72,59,46,11
16,67503F,103,80,63,11
16,A9856D,169,133,109,5
16,B0886D,176,136,109,5
16,906959,144,105,89,8
16,9A7563,154,117,99,7
16,966F58,150,111,88,8
16,A3795C,163,121,92,7
16,B48A70,180,138,112,5
16,BD9379,189,147,121,4
16,866550,134,101,80,9
16,B48A71,180,138,113,5
16,AA8064,170,128,100,6
16,C9A288,201,162,136,2
16,B48A70,180,138,112,5
16,C39D85,195,157,133,3
16,916C56,145,108,86,8
16,A47D62,164,125,98,6
16,9E765B,158,118,91,7
16,977059,151,112,89,8
16,C4997D,196,153,125,3
16,C9A389,201,163,137,2
16,A57A50,165,122,80,7
16,926C56,146,108,86,8
16,CAA288,202,162,136,2
16,CCA892,204,168,146,2
16,A47A5D,164,122,93,7
16,BB8F74,187,143,116,4
16,AA8365,170,131,101,6
16,C9A188,201,161,136,2
16,846550,132,101,80,9
16,C1997D,193,153,125,3
16,B99378,185,147,120,4
16,C9AE9B,201,174,155,1
16,B88D71,184,141,113,4
16,B48B6F,180,139,111,5
16,B88D71,184,141,113,4
16,A1795B,161,121,91,7
16,D0AE96,208,174,150,1
16,DEBFAA,222,191,170,1
16,C5A28A,197,162,138,2
16,886751,136,103,81,9
16,886754,136,103,84,9
16,705D51,112,93,81,10
16,A27A5E,162,122,94,7
16,A87E60,168,126,96,6
16,A2735B,162,115,91,7
16,B9887D,185,136,125,4
16,865C4D,134,92,77,9
16,A87F69,168,127,105,6
16,B2826B,178,130,107,5
16,B6886F,182,136,111,5
16,C7A28B,199,162,139,2
16,A96F60,169,111,96,7
16,B59079,181,144,121,4
16,966B54,150,107,84,8
16,A48667,164,134,103,6
16,906550,144,101,80,8
16,AE896D,174,137,109,5
16,B78572,183,133,114,5
16,B99374,185,147,116,4
16,B17B65,177,123,101,6
16,82624E,130,98,78,9
16,966E58,150,110,88,8
16,BB8E73,187,142,115,4
16,D2AE95,210,174,149,1
16,82624E,130,98,78,9
16,AB8164,171,129,100,6
16,A3795C,163,121,92,7
16,BE9474,190,148,116,4
16,AB8063,171,128,99,6
16,B58A71,181,138,113,5
16,926B57,146,107,87,8
16,C49E86,196,158,134,3
16,BE947A,190,148,122,4
16,986F58,152,111,88,8
16,A3795C,163,121,92,7
16,B3896F,179,137,111,5
16,B98D72,185,141,114,4
16,B58A69,181,138,105,5
16,84644F,132,100,79,9
16,A3785C,163,120,92,7
16,C4987C,196,152,124,3
16,966F58,150,111,88,8
16,966E58,150,110,88,8
16,866550,134,101,80,9
16,866550,134,101,80,9
16,B18567,177,133,103,5
16,BD9379,189,147,121,4
16,BC8F74,188,143,116,4
16,976F59,151,111,89,8
16,B88764,184,135,100,5
16,C4997D,196,153,125,3
16,D3AD95,211,173,149,1
16,AE8466,174,132,102,5
16,AD7B66,173,123,102,6
16,976B56,151,107,86,8
16,946451,148,100,81,8
16,9B6B54,155,107,84,8
16,9C6E55,156,110,85,8
16,B88C71,184,140,113,5
16,916049,145,96,73,9
16,966651,150,102,81,8
16,A37559,163,117,89,7
16,9D6B5B,157,107,91,7
16,A17159,161,113,89,7
16,A47157,164,113,87,7
16,97624C,151,98,76,8
16,916E56,145,110,86,8
16,C0997E,192,153,126,3
16,9C6950,156,105,80,8
16,AA7C5E,170,124,94,6
16,A4715A,164,113,90,7
16,A5775A,165,119,90,7
16,9E765B,158,118,91,7
16,A27056,162,112,86,7
16,806357,128,99,87,9
16,976651,151,102,81,8
16,9A6D55,154,109,85,8
16,BB8E73,187,142,115,4
16,AB8164,171,129,100,6
16,9E765A,158,118,90,7
16,A3795C,163,121,92,7
16,976F59,151,111,89,8
16,D3AE95,211,174,149,1
16,BD9379,189,147,121,4
16,986D58,152,109,88,8
16,A17158,161,113,88,7
16,AB785B,171,120,91,7
16,5B4A3D,91,74,61,11
16,A1745B,161,116,91,7
16,AC7E64,172,126,100,6
16,B6876D,182,135,109,5
16,7B6159,123,97,89,9
16,8A614A,138,97,74,9
16,9A745C,154,116,92,7
16,C2957A,194,149,122,4
16,8B6855,139,104,85,8
16,AB8872,171,136,114,5
16,9D6A52,157,106,82,8
16,AD8B6D,173,139,109,5
16,B59473,181,148,115,4
16,AA7858,170,120,88,7
16,8C6956,140,105,86,8
16,A47E60,164,126,96,6
16,8B6A54,139,106,84,8
16,AB785F,171,120,95,6
16,98614E,152,97,78,8
16,A87458,168,116,88,7
16,A47C62,164,124,98,6
17,9D6751,157,103,81,8
17,A87156,168,113,86,7
17,A6725A,166,114,90,7
17,905F48,144,95,72,9
17,8E5C4C,142,92,76,9
17,9F6B53,159,107,83,8
17,805949,128,89,73,9
17,8C5D49,140,93,73,9
17,9F6A54,159,106,84,8
17,9C765A,156,118,90,7
17,AB785E,171,120,94,6
17,AD7C61,173,124,97,6
17,BB8C67,187,140,103,5
17,9B6855,155,104,85,8
17,B68368,182,131,104,5
17,895E4B,137,94,75,9
17,7E5848,126,88,72,10
17,A87459,168,116,89,7
17,8F5D54,143,93,84,9
17,956250,149,98,80,8
17,A47673,164,118,115,6
17,7E5848,126,88,72,10
17,8C5B47,140,91,71,9
17,915E49,145,94,73,9
17,BD937F,189,147,127,4
17,9D6A55,157,106,85,8
17,895442,137,84,66,9
17,7E4E41,126,78,65,10
17,97604C,151,96,76,8
17,95624A,149,98,74,8
17,8F6350,143,99,80,8
17,9E6957,158,105,87,8
17,A8775F,168,119,95,6
17,966955,150,105,85,8
17,905D45,144,93,69,9
17,8F6555,143,101,85,8
17,88594D,136,89,77,9
17,805849,128,88,73,10
17,98695E,152,105,94,8
17,9E6E56,158,110,86,7
17,936551,147,101,81,8
17,9F6A54,159,106,84,8
17,83594A,131,89,74,9
17,A27055,162,112,85,7
17,A0725C,160,114,92,7
17,9D6D59,157,109,89,7
17,A67960,166,121,96,6
17,976653,151,102,83,8
17,92604E,146,96,78,9
17,966550,150,101,80,8
17,9D6955,157,105,85,8
17,8F5F4E,143,95,78,9
17,925F50,146,95,80,8
18,886651,136,102,81,9
18,B38668,179,134,104,5
18,C69A7E,198,154,126,3
18,BE9177,190,145,119,4
18,A47B5F,164,123,95,6
18,98705A,152,112,90,7
18,B78B70,183,139,112,5
18,936D57,147,109,87,8
18,B38669,179,134,105,5
18,BD8F76,189,143,118,4
18,9E765A,158,118,90,7
18,CCA58C,204,165,140,2
18,B38669,179,134,105,5
18,9A725C,154,114,92,7
18,C89B80,200,155,128,3
18,B68C6F,182,140,111,5
18,BD8F75,189,143,117,4
18,B28668,178,134,104,5
18,D5B098,213,176,152,1
18,A67B5F,166,123,95,6
18,A57B5F,165,123,95,6
18,C79A7F,199,154,127,3
18,BF9277,191,146,119,4
18,CDA58B,205,165,139,2
18,BC9075,188,144,117,4
18,98715B,152,113,91,7
18,CBA38A,203,163,138,2
18,C69A7E,198,154,126,3
18,98715B,152,113,91,7
18,D4AF97,212,175,151,1
18,BD9076,189,144,118,4
18,A57B60,165,123,96,6
18,BE9176,190,145,118,4
18,CDA58B,205,165,139,2
18,A77B60,167,123,96,6
18,B28668,178,134,104,5
18,A67B60,166,123,96,6
18,BC9075,188,144,117,4
18,99725C,153,114,92,7
18,B28668,178,134,104,5
18,C69F84,198,159,132,3
18,B48669,180,134,105,5
18,B28667,178,134,103,5
18,BE9076,190,144,118,4
18,B28667,178,134,103,5
18,D4AF97,212,175,151,1
18,C69A7E,198,154,126,3
18,CCA48A,204,164,138,2
18,98715B,152,113,91,7
18,B18668,177,134,104,5
18,C69A80,198,154,128,3
18,D0A68D,208,166,141,2
18,B28669,178,134,105,5
18,A57B60,165,123,96,6
18,98705B,152,112,91,7
18,BC9076,188,144,118,4
19,A3735B,163,115,91,7
19,A8735C,168,115,92,7
19,AB735C,171,115,92,7
19,A8765D,168,118,93,7
19,B17F66,177,127,102,6
19,B28269,178,130,105,5
19,AE8772,174,135,114,5
19,A77C63,167,124,99,6
19,91634D,145,99,77,8
19,8A604D,138,96,77,9
19,8F614D,143,97,77,9
19,987251,152,114,81,8
19,A2765C,162,118,92,7
19,9F6E57,159,110,87,7
19,9E7359,158,115,89,7
19,9F745C,159,116,92,7
19,A1715D,161,113,93,7
19,B08771,176,135,113,5
19,896047,137,96,71,9
19,9A6951,154,105,81,8
19,9A6C56,154,108,86,8
19,956652,149,102,82,8
19,9E705F,158,112,95,7
19,B78E76,183,142,118,4
19,DEB7A0,222,183,160,1
19,C49880,196,152,128,3
19,A87868,168,120,104,6
19,9C6F5B,156,111,91,7
19,A0735E,160,115,94,7
19,E2C1AE,226,193,174,1
19,9C7760,156,119,96,7
19,8B574D,139,87,77,9
19,916753,145,103,83,8
19,976B58,151,107,88,8
19,865F4C,134,95,76,9
19,805A4D,128,90,77,9
19,8F6752,143,103,82,8
19,865F4C,134,95,76,9
19,AA7D69,170,125,105,6
19,906852,144,104,82,8
19,8C5C4E,140,92,78,9
19,976657,151,102,87,8
19,A67566,166,117,102,6
19,916055,145,96,85,8
19,835447,131,84,71,10
19,9F715D,159,113,93,7
19,956853,149,104,83,8
19,A77A68,167,122,104,6
19,BE947E,190,148,126,4
19,B0836F,176,131,111,5
19,A37562,163,117,98,7
19,BB8D78,187,141,120,4
19,94634E,148,99,78,8
19,A67961,166,121,97,6
19,AC7E65,172,126,101,6
19,A5795F,165,121,95,7
19,9B725F,155,114,95,7
19,AF7D6C,175,125,108,6
19,966653,150,102,83,8
19,A77966,167,121,102,6
19,AF7F70,175,127,112,5
19,956057,149,96,87,8
19,98715E,152,113,94,7
19,B18474,177,132,116,5
19,A17962,161,121,98,7
19,DCB69E,220,182,158,1
19,926E5A,146,110,90,8
19,8D6055,141,96,85,9
19,8E6C57,142,108,87,8
19,DCB79E,220,183,158,1
19,A36E58,163,110,88,7
19,986A55,152,106,85,8
19,9F6F5A,159,111,90,7
19,916351,145,99,81,8
19,93614D,147,97,77,8
19,895A46,137,90,70,9
19,A4755F,164,117,95,7
19,8E5E4B,142,94,75,9
19,976550,151,101,80,8
19,7B523F,123,82,63,10
19,9E6A61,158,106,97,7
19,8D554D,141,85,77,9
19,A77465,167,116,101,6
19,845048,132,80,72,10
19,8D5B4D,141,91,77,9
19,9A6859,154,104,89,8
19,AA755C,170,117,92,7
19,8A5C4A,138,92,74,9
19,AC8267,172,130,103,6
19,AA8167,170,129,103,6
19,AC735C,172,115,92,7
19,8F6C58,143,108,88,8
19,9D7967,157,121,103,6
19,D1AC93,209,172,147,1
19,C2987F,194,152,127,3
19,9C7361,156,115,97,7
19,98765B,152,118,91,7
19,977159,151,113,89,8
19,A5806E,165,128,110,6
19,785544,120,85,68,10
19,9B745C,155,116,92,7
19,AF8570,175,133,112,5
19,AB7F6F,171,127,111,5
19,8C5E45,140,94,69,9
19,9A6C51,154,108,81,8
19,9A6A51,154,106,81,8
19,93644D,147,100,77,8
19,8C5747,140,87,71,9
19,A77E62,167,126,98,6
19,996751,153,103,81,8
19,A9795D,169,121,93,6
19,AB7A60,171,122,96,6
19,AF7865,175,120,101,6
19,CA9E84,202,158,132,3
19,9E755C,158,117,92,7
19,C88F79,200,143,121,4
19,D3AC91,211,172,145,1
19,D3AE8E,211,174,142,1
19,A07561,160,117,97,7
19,DFB49C,223,180,156,1
19,DEB49C,222,180,156,1
19,A57B65,165,123,101,6
19,B27461,178,116,97,6
19,96715C,150,113,92,7
19,DEB39B,222,179,155,1
19,B7886D,183,136,109,5
19,846861,132,104,97,8
19,9F7662,159,118,98,7
19,8A624C,138,98,76,9
19,89624A,137,98,74,9
19,936C54,147,108,84,8
19,A27D60,162,125,96,6
19,C39B7F,195,155,127,3
19,B08769,176,135,105,5
19,AA8367,170,131,103,6
19,7C5746,124,87,70,10
19,977258,151,114,88,8
19,8F6851,143,104,81,8
19,9E755E,158,117,94,7
19,A87B64,168,123,100,6
19,977058,151,112,88,8
19,A97D6E,169,125,110,6
19,8B674F,139,103,79,9
19,7B5848,123,88,72,10
19,916957,145,105,87,8
19,976F5A,151,111,90,8
19,B1896C,177,137,108,5
19,BE957A,190,149,122,4
19,A98166,169,129,102,6
19,D0A48E,208,164,142,2
19,896A54,137,106,84,8
19,85574A,133,87,74,9
19,8E5F4F,142,95,79,9
19,AC7A66,172,122,102,6
19,885549,136,85,73,9
19,9E735F,158,115,95,7
19,946451,148,100,81,8
19,A67B64,166,123,100,6
19,AD7C65,173,124,101,6
19,A5745A,165,116,90,7
19,A9775E,169,119,94,7
19,9B6C55,155,108,85,8
19,A06C53,160,108,83,8
19,97644D,151,100,77,8
19,A56C5A,165,108,90,7
19,9D6D52,157,109,82,8
19,9D6E51,157,110,81,8
19,935E49,147,94,73,9
19,91624E,145,98,78,8
19,9D6C53,157,108,83,8
19,7F5A45,127,90,69,10
19,C0816B,192,129,107,5
19,8F614B,143,97,75,9
19,9E6F54,158,111,84,7
19,AA765D,170,118,93,7
19,825A48,130,90,72,9
19,875747,135,87,71,9
19,9F6850,159,104,80,8
19,8E6751,142,103,81,8
19,6A5751,106,87,81,10
19,986758,152,103,88,8
19,A26D57,162,109,87,7
19,986C5C,152,108,92,8
19,8E624F,142,98,79,9
19,7A574A,122,87,74,10
19,A17359,161,115,89,7
19,A9765F,169,118,95,7
19,A87B5D,168,123,93,6
19,784D40,120,77,64,10
19,93604B,147,96,75,9
19,97664D,151,102,77,8
19,996C51,153,108,81,8
19,966553,150,101,83,8
19,B98B74,185,139,116,4
19,8D5D50,141,93,80,9
19,AB7867,171,120,103,6
19,A37C67,163,124,103,6
19,AC7A6C,172,122,108,6
19,C6967D,198,150,125,3
19,A57165,165,113,101,7
19,94735B,148,115,91,8
19,AB8569,171,133,105,5
19,756057,117,96,87,9
19,E5C3AA,229,195,170,1
19,AD876B,173,135,107,5
19,C39B81,195,155,129,3
19,CFA68C,207,166,140,2
19,C39B83,195,155,131,3
19,9D6751,157,103,81,8
19,936049,147,96,73,9
19,9F7256,159,114,86,7
19,966B4F,150,107,79,8
19,A9795D,169,121,93,6
19,96644F,150,100,79,8
19,824F41,130,79,65,10
19,9A6C52,154,108,82,8
19,946B5B,148,107,91,8
19,87614A,135,97,74,9
19,A57A69,165,122,105,6
19,AD8169,173,129,105,6
19,8D674E,141,103,78,8
19,9C6B5A,156,107,90,7
19,774F3E,119,79,62,10
19,8A624D,138,98,77,9
19,AF8064,175,128,100,6
19,9A6E59,154,110,89,7
19,95634A,149,99,74,8
19,95664F,149,102,79,8
19,97664F,151,102,79,8
19,916450,145,100,80,8
19,96684F,150,104,79,8
19,8E5D49,142,93,73,9
19,88584D,136,88,77,9
19,AB806C,171,128,108,6
19,895348,137,83,72,9
19,926453,146,100,83,8
19,9F735E,159,115,94,7
19,B27F6B,178,127,107,5
19,875B4C,135,91,76,9
19,986553,152,101,83,8
19,97614F,151,97,79,8
19,C8A796,200,167,150,1
19,A46B58,164,107,88,7
19,C49B82,196,155,130,3
19,C59681,197,150,129,3
19,AC866B,172,134,107,5
19,CF9785,207,151,133,3
19,97725A,151,114,90,7
19,98715B,152,113,91,7
19,B68472,182,132,114,5
19,B07B69,176,123,105,6
19,AC7363,172,115,99,6
19,9A765C,154,118,92,7
19,704F44,112,79,68,10
19,A67261,166,114,97,7
19,9B6852,155,104,82,8
19,B38873,179,136,115,5
19,A57259,165,114,89,7
19,9B6A52,155,106,82,8
19,A47559,164,117,89,7
19,9D6C53,157,108,83,8
19,99684F,153,104,79,8
19,92624D,146,98,77,8
19,A47763,164,119,99,6
19,9B6A51,155,106,81,8
19,996A56,153,106,86,8
19,97674F,151,103,79,8
19,A9785E,169,120,94,6
19,8E654E,142,101,78,9
19,B2896B,178,137,107,5
19,98735C,152,115,92,7
19,815949,129,89,73,9
19,9B745D,155,116,93,7
19,A17662,161,118,98,7
19,AA7E69,170,126,105,6
19,AE7B6B,174,123,107,6
19,A17A66,161,122,102,6
19,86594F,134,89,79,9
19,9B6658,155,102,88,8
19,926E5B,146,110,91,8
19,A26F58,162,111,88,7
19,A1705D,161,112,93,7
19,AD7B68,173,123,104,6
19,976954,151,105,84,8
19,A38771,163,135,113,5
19,B88B74,184,139,116,4
19,905E53,144,94,83,9
19,AA785F,170,120,95,6
19,AF7664,175,118,100,6
19,89644E,137,100,78,9
19,8F6850,143,104,80,8
19,B07C65,176,124,101,6
19,7E5946,126,89,70,10
19,7D5C4C,125,92,76,9
19,B57C69,181,124,105,5
19,9B6C56,155,108,86,8
19,91654B,145,101,75,8
19,996A54,153,106,84,8
19,9F7259,159,114,89,7
19,93624C,147,98,76,8
19,95664F,149,102,79,8
19,795546,121,85,70,10
19,A3715E,163,113,94,7
19,8A5A4D,138,90,77,9
19,996954,153,105,84,8
19,9E6D5B,158,109,91,7
19,A47661,164,118,97,7
19,9B705B,155,112,91,7
19,A97F6C,169,127,108,6
19,B88673,184,134,115,5
19,9E6B5B,158,107,91,7
19,CFAA91,207,170,145,2
19,806960,128,105,96,9
19,D9B095,217,176,149,1
19,A26C58,162,108,88,7
19,CD9B84,205,155,132,3
19,9C624E,156,98,78,8
19,9B765E,155,118,94,7
19,AA7F68,170,127,104,6
19,916751,145,103,81,8
19,AF806A,175,128,106,5
19,A48170,164,129,112,6
19,88624D,136,98,77,9
19,B78774,183,135,116,5
19,B68B73,182,139,115,5
19,B78773,183,135,115,5
19,82634E,130,99,78,9
19,8A5A47,138,90,71,9
19,95644F,149,100,79,8
19,90604D,144,96,77,9
19,9E7062,158,112,98,7
19,A26E59,162,110,89,7
19,91594B,145,89,75,9
19,955E51,149,94,81,8
19,875A44,135,90,68,9
19,8D614B,141,97,75,9
19,96664F,150,102,79,8
19,8D664B,141,102,75,9
19,956951,149,105,81,8
19,966553,150,101,83,8
19,805944,128,89,68,10
19,92624B,146,98,75,9
19,9D7A62,157,122,98,7
19,8E6F5A,142,111,90,8
19,CBA389,203,163,137,2
19,AC8569,172,133,105,5
19,906650,144,102,80,8
19,C29B81,194,155,129,3
19,DCBBA3,220,187,163,1
19,AC8769,172,135,105,5
19,A57165,165,113,101,7
19,A77C6B,167,124,107,6
19,966F55,150,111,85,8
19,9E755D,158,117,93,7
19,83604B,131,96,75,9
19,9A745C,154,116,92,7
19,9B745B,155,116,91,7
19,926955,146,105,85,8
19,9D6B54,157,107,84,8
19,93664F,147,102,79,8
19,A6765C,166,118,92,7
19,A5745E,165,116,94,7
19,966A54,150,106,84,8
19,996551,153,101,81,8
19,9F735B,159,115,91,7
19,956B58,149,107,88,8
19,9D725D,157,114,93,7
19,865F4E,134,95,78,9
19,A87E6A,168,126,106,6
19,87574B,135,87,75,9
19,A37764,163,119,100,6
19,A16F62,161,111,98,7
19,B07E6B,176,126,107,5
19,B99074,185,144,116,4
19,CCA48B,204,164,139,2
19,98644F,152,100,79,8
19,D4A98B,212,169,139,2
19,BA866C,186,134,108,5
19,BB9275,187,146,117,4
19,D1AF96,209,175,150,1
19,7C665F,124,102,95,9
19,8E644F,142,100,79,9
19,8D6550,141,101,80,9
19,997156,153,113,86,8
19,966253,150,98,83,8
19,8A6352,138,99,82,9
19,906654,144,102,84,8
19,946A55,148,106,85,8
19,A17767,161,119,103,6
19,9D735B,157,115,91,7
19,8B614D,139,97,77,9
19,835D48,131,93,72,9
19,8B6250,139,98,80,9
19,8E6850,142,104,80,8
19,91684F,145,104,79,8
19,8C644E,140,100,78,9
19,AB7E6C,171,126,108,6
19,CBA389,203,163,137,2
19,D4A584,212,165,132,2
19,C29B80,194,155,128,3
19,806A63,128,106,99,8
19,9C6757,156,103,87,8
19,CB987B,203,152,123,3
19,B88A72,184,138,114,5
19,825445,130,84,69,10
19,8B5948,139,89,72,9
19,926051,146,96,81,8
19,885A49,136,90,73,9
19,96664E,150,102,78,8
19,AC7C61,172,124,97,6
19,9D6C5D,157,108,93,7
19,8A624D,138,98,77,9
19,755E4E,117,94,78,10
19,A1745D,161,116,93,7
19,8B5B4D,139,91,77,9
19,996753,153,103,83,8
19,AB7D6B,171,125,107,6
19,8C5F4D,140,95,77,9
19,AF7A67,175,122,103,6
19,9E6A54,158,106,84,8
19,986750,152,103,80,8
19,B68470,182,132,112,5
19,8B6752,139,103,82,8
19,A3735E,163,115,94,7
19,BB8079,187,128,121,5
19,A76E5A,167,110,90,7
19,CFA88C,207,168,140,2
19,A56B59,165,107,89,7
19,896350,137,99,80,9
19,795848,121,88,72,10
19,BE8165,190,129,101,5
19,855947,133,89,71,9
19,C0916F,192,145,111,4
19,BF8A6D,191,138,109,5
19,875D47,135,93,71,9
19,95614E,149,97,78,8
19,97674E,151,103,78,8
19,8B5C48,139,92,72,9
19,9A6F5C,154,111,92,7
19,9D7060,157,112,96,7
19,B08167,176,129,103,5
19,9D735B,157,115,91,7
19,B4876E,180,135,110,5
19,BA907D,186,144,125,4
19,BF9179,191,145,121,4
19,94634E,148,99,78,8
19,8B5C4E,139,92,78,9
19,BC9376,188,147,118,4
19,9D7256,157,114,86,7
19,8F614C,143,97,76,9
19,926250,146,98,80,8
19,9B664D,155,102,77,8
19,9C715A,156,113,90,7
19,AD806B,173,128,107,6
19,8D6453,141,100,83,8
19,8D6652,141,102,82,8
19,90614D,144,97,77,9
19,A47355,164,115,85,7
19,B08674,176,134,116,5
19,AE7B5F,174,123,95,6
19,B6917E,182,145,126,4
19,B2836D,178,131,109,5
19,946755,148,103,85,8
19,B07F67,176,127,103,6
19,916A57,145,106,87,8
19,96634F,150,99,79,8
19,D2A88D,210,168,141,2
19,9D7357,157,115,87,7
19,936551,147,101,81,8
19,96644E,150,100,78,8
19,B08567,176,133,103,5
19,8A6250,138,98,80,9
19,956253,149,98,83,8
19,98654F,152,101,79,8
19,90614C,144,97,76,9
19,B38D7A,179,141,122,4
19,A17865,161,120,101,6
19,A17661,161,118,97,7
19,916355,145,99,85,8
19,AE8C7A,174,140,122,4
19,B78F7D,183,143,125,4
19,A57A67,165,122,103,6
19,A67568,166,117,104,6
19,9D7159,157,113,89,7
19,BB886C,187,136,108,5
19,A9765B,169,118,91,7
19,C79E80,199,158,128,3
19,996E5A,153,110,90,8
19,AF7C61,175,124,97,6
19,AD7E67,173,126,103,6
19,CB9887,203,152,135,3
19,B7866F,183,134,111,5
19,8E6450,142,100,80,8
19,7C5A46,124,90,70,10
19,AD7F6F,173,127,111,5
19,B8866F,184,134,111,5
19,715241,113,82,65,10
19,B17D67,177,125,103,6
19,B3866E,179,134,110,5
19,AB816D,171,129,109,5
19,8F5E50,143,94,80,9
19,A37361,163,115,97,7
19,936552,147,101,82,8
19,986759,152,103,89,8
19,A67969,166,121,105,6
19,B58672,181,134,114,5
19,A38066,163,128,102,6
19,B68B6C,182,139,108,5
19,906548,144,101,72,9
19,B89373,184,147,115,4
19,A5745B,165,116,91,7
19,966B50,150,107,80,8
19,9E725A,158,114,90,7
19,835543,131,85,67,10
19,845946,132,89,70,9
19,A67764,166,119,100,6
19,825749,130,87,73,9
19,9C7861,156,120,97,7
19,8A5B4C,138,91,76,9
19,9C6F5C,156,111,92,7
19,885B4B,136,91,75,9
19,956356,149,99,86,8
19,A17260,161,114,96,7
19,9A624E,154,98,78,8
19,AF816B,175,129,107,5
19,D2AE8E,210,174,142,1
19,A76C5A,167,108,90,7
19,AA7862,170,120,98,6
19,CBA385,203,163,133,2
19,AC755C,172,117,92,7
19,8A634C,138,99,76,9
19,B3846D,179,132,109,5
19,AC775F,172,119,95,6
19,8C665C,140,102,92,8
19,9A725A,154,114,90,7
19,9C6756,156,103,86,8
19,B87E6B,184,126,107,5
19,835947,131,89,71,9
19,7A5F48,122,95,72,10
19,AF7A60,175,122,96,6
19,A47662,164,118,98,7
19,8B5E49,139,94,73,9
19,967B66,150,123,102,7
19,866352,134,99,82,9
19,865B48,134,91,72,9
19,835B47,131,91,71,9
19,A27661,162,118,97,7
19,845A46,132,90,70,9
19,865F4A,134,95,74,9
19,B7856C,183,133,108,5
19,A3795D,163,121,93,7
19,8A604E,138,96,78,9
19,AD826D,173,130,109,5
19,A2705F,162,112,95,7
19,8E624D,142,98,77,9
19,8D5D4F,141,93,79,9
19,7F5444,127,84,68,10
19,A77869,167,120,105,6
19,875B4D,135,91,77,9
19,9A6958,154,105,88,8
19,BC8F76,188,143,118,4
19,C0967E,192,150,126,3
19,985E4E,152,94,78,8
19,D8B197,216,177,151,1
19,8E6B57,142,107,87,8
19,A56F58,165,111,88,7
19,9B6853,155,104,83,8
19,93654E,147,101,78,8
19,8F6553,143,101,83,8
19,AB826A,171,130,106,6
19,8F6350,143,99,80,8
19,A77E6E,167,126,110,6
19,A27867,162,120,103,6
19,A67969,166,121,105,6
19,9D6C5F,157,108,95,7
19,B68770,182,135,112,5
19,B47B6A,180,123,106,5
19,B38570,179,133,112,5
19,AA7963,170,121,99,6
19,986B58,152,107,88,8
19,AD7E67,173,126,103,6
19,97705F,151,112,95,7
19,B2856E,178,133,110,5
19,B78974,183,137,116,5
19,B18067,177,128,103,5
19,B37863,179,120,99,6
19,A77468,167,116,104,6
19,BD9680,189,150,128,3
19,BC8E73,188,142,115,4
19,AF7E6B,175,126,107,6
19,916453,145,100,83,8
19,9D6854,157,104,84,8
19,BA836C,186,131,108,5
19,946753,148,103,83,8
19,936554,147,101,84,8
19,9E705A,158,112,90,7
19,B68D77,182,141,119,4
19,AC8065,172,128,101,6
19,94685C,148,104,92,8
19,845946,132,89,70,9
19,B0836C,176,131,108,5
19,906352,144,99,82,8
19,68493B,104,73,59,11
19,916453,145,100,83,8
19,966851,150,104,81,8
19,835F51,131,95,81,9
19,835848,131,88,72,9
19,8A5F4F,138,95,79,9
19,906453,144,100,83,8
19,AF7B69,175,123,105,6
19,946355,148,99,85,8
19,8B5B47,139,91,71,9
19,8D5A4F,141,90,79,9
19,885B51,136,91,81,9
19,A57355,165,115,85,7
19,9C6E5B,156,110,91,7
19,9A644F,154,100,79,8
19,A47659,164,118,89,7
19,9A6D58,154,109,88,8
19,916453,145,100,83,8
19,9D7060,157,112,96,7
19,875649,135,86,73,9
19,A67265,166,114,101,7
19,9D755D,157,117,93,7
19,A97869,169,120,105,6
19,84544D,132,84,77,9
19,AB7565,171,117,101,6
19,9F765C,159,118,92,7
19,A77B66,167,123,102,6
19,B2866E,178,134,110,5
19,A67561,166,117,97,7
19,B3846E,179,132,110,5
19,C1987D,193,152,125,3
19,926954,146,105,84,8
19,A77F63,167,127,99,6
19,8F6150,143,97,80,9
19,9F6E58,159,110,88,7
19,B88C74,184,140,116,4
19,A06D55,160,109,85,7
19,916152,145,97,82,8
19,B48063,180,128,99,6
19,A06B53,160,107,83,8
19,8B5A4C,139,90,76,9
19,A6745B,166,116,91,7
19,B38269,179,130,105,5
19,99694F,153,105,79,8
19,B38366,179,131,102,5
19,B68369,182,131,105,5
19,B7886C,183,136,108,5
19,C08C76,192,140,118,4
19,A78064,167,128,100,6
19,A77C62,167,124,98,6
19,A66E57,166,110,87,7
19,9A674F,154,103,79,8
19,AB785D,171,120,93,6
19,A27059,162,112,89,7
19,AC745B,172,116,91,7
19,A27357,162,115,87,7
19,9F6D57,159,109,87,7
19,B0715D,176,113,93,7
19,986B56,152,107,86,8
