ent,p160101_codigohex,r_rgbd,g_rgbd,b_rgbd,proder_label
19,A4795B,164,121,91,7
19,A6745B,166,116,91,7
19,AA735C,170,115,92,7
19,965C4C,150,92,76,9
19,A16A53,161,106,83,8
19,BF7E6A,191,126,106,5
19,9E6B4E,158,107,78,8
19,A36A52,163,106,82,7
19,97624E,151,98,78,8
19,9B614B,155,97,75,8
19,98644C,152,100,76,8
19,B97B6B,185,123,107,5
19,C0897A,192,137,122,4
19,A67257,166,114,87,7
19,AC7A60,172,122,96,6
19,AC7B60,172,123,96,6
19,AC775D,172,119,93,6
19,AE7B61,174,123,97,6
19,B78565,183,133,101,5
19,8F614C,143,97,76,9
19,A4745C,164,116,92,7
19,A6725B,166,114,91,7
19,A7725A,167,114,90,7
19,C59B7D,197,155,125,3
19,B17861,177,120,97,6
19,B4886B,180,136,107,5
19,D9B794,217,183,148,1
19,C39B81,195,155,129,3
19,D9B79B,217,183,155,1
19,A1725F,161,114,95,7
19,BC907C,188,144,124,4
19,8F5E4C,143,94,76,9
19,976253,151,98,83,8
19,9B6456,155,100,86,8
19,AC7762,172,119,98,6
19,9D6A5F,157,106,95,7
19,A97465,169,116,101,6
19,AD7B6A,173,123,106,6
19,9E715C,158,113,92,7
19,9A7158,154,113,88,7
19,AC7161,172,113,97,7
19,AD8169,173,129,105,6
19,A87E67,168,126,103,6
19,795544,121,85,68,10
19,AE826A,174,130,106,5
19,A07054,160,112,84,7
19,A47357,164,115,87,7
19,AF8061,175,128,97,6
19,A97A61,169,122,97,6
19,A37258,163,114,88,7
19,AA7B5F,170,123,95,6
19,A26F55,162,111,85,7
19,A16D56,161,109,86,7
19,B2816A,178,129,106,5
19,A9795B,169,121,91,7
19,9F7665,159,118,101,7
19,C48975,196,137,117,4
19,B18A77,177,138,119,4
19,D19E89,209,158,137,2
19,CEA68B,206,166,139,2
19,A56D55,165,109,85,7
19,A16F52,161,111,82,7
19,B27C60,178,124,96,6
19,A97956,169,121,86,7
19,A77458,167,116,88,7
19,9F6C51,159,108,81,8
19,A57255,165,114,85,7
19,9B664E,155,102,78,8
19,9E6F52,158,111,82,8
19,9B6C53,155,108,83,8
19,B98571,185,133,113,5
19,BE8275,190,130,117,5
19,9A634E,154,99,78,8
19,A07254,160,114,84,7
19,9D6F5A,157,111,90,7
19,A27766,162,119,102,6
19,A27258,162,114,88,7
19,B8856C,184,133,108,5
19,8F5E49,143,94,73,9
19,AC6F57,172,111,87,7
19,9D6E51,157,110,81,8
19,AD7C63,173,124,99,6
19,91664D,145,102,77,8
19,9C7B63,156,123,99,7
19,AD7C64,173,124,100,6
19,9D6E53,157,110,83,8
19,A87A5B,168,122,91,7
19,A36A4E,163,106,78,8
19,A87959,168,121,89,7
19,A87A5A,168,122,90,7
19,C09580,192,149,128,3
19,99684C,153,104,76,8
19,AA7A60,170,122,96,6
19,9B6751,155,103,81,8
19,A06D53,160,109,83,7
19,9E6951,158,105,81,8
19,AC7C5F,172,124,95,6
19,A47356,164,115,86,7
19,A6735B,166,115,91,7
19,AF8268,175,130,104,5
19,AB6D59,171,109,89,7
19,A86D59,168,109,89,7
19,946453,148,100,83,8
19,8F584D,143,88,77,9
19,A86A57,168,106,87,7
19,A56B56,165,107,86,7
19,8D604E,141,96,78,9
19,A47361,164,115,97,7
19,A87460,168,116,96,7
19,93634E,147,99,78,8
19,996D56,153,109,86,8
19,9C6655,156,102,85,8
19,996954,153,105,84,8
19,A17058,161,112,88,7
19,7E5043,126,80,67,10
19,AC7D65,172,125,101,6
19,6E5558,110,85,88,10
19,996A54,153,106,84,8
19,A67D6D,166,125,109,6
19,8B604B,139,96,75,9
19,986B56,152,107,86,8
19,8E5F4C,142,95,76,9
19,986B53,152,107,83,8
19,9F6F5B,159,111,91,7
19,AC7D61,172,125,97,6
19,855C4A,133,92,74,9
19,926850,146,104,80,8
19,725944,114,89,68,10
19,9E6957,158,105,87,8
19,A77A60,167,122,96,6
19,B4876F,180,135,111,5
19,B4856E,180,133,110,5
19,AD7D67,173,125,103,6
19,B5896D,181,137,109,5
19,6D5840,109,88,64,10
19,87624E,135,98,78,9
20,916651,145,102,81,8
20,9C6B59,156,107,89,8
20,8F614E,143,97,78,9
20,8E5F4F,142,95,79,9
20,956851,149,104,81,8
20,A67867,166,120,103,6
20,865246,134,82,70,9
20,9A5A4E,154,90,78,8
20,8A5C4C,138,92,76,9
20,926353,146,99,83,8
20,94705E,148,112,94,8
20,80604C,128,96,76,9
20,946455,148,100,85,8
20,825E4E,130,94,78,9
20,7F5749,127,87,73,10
20,976053,151,96,83,8
20,794F42,121,79,66,10
20,98634D,152,99,77,8
20,9F6D57,159,109,87,7
20,A36D5B,163,109,91,7
20,875D4E,135,93,78,9
20,986753,152,103,83,8
20,BB8867,187,136,103,5
20,8E5C50,142,92,80,9
20,9F6E58,159,110,88,7
20,855845,133,88,69,9
20,9F735B,159,115,91,7
20,8F6752,143,103,82,8
20,A56F56,165,111,86,7
20,7C5445,124,84,69,10
20,86584C,134,88,76,9
20,91615C,145,97,92,8
20,7B5242,123,82,66,10
20,AA7A60,170,122,96,6
20,A87E61,168,126,97,6
20,896852,137,104,82,9
20,A3745E,163,116,94,7
20,81584A,129,88,74,9
20,A87B62,168,123,98,6
20,966B52,150,107,82,8
20,AD7F60,173,127,96,6
20,A3755E,163,117,94,7
20,AB755B,171,117,91,7
20,875847,135,88,71,9
20,8B5E4F,139,94,79,9
20,886550,136,101,80,9
20,9B6A57,155,106,87,8
20,996A54,153,106,84,8
20,A26958,162,105,88,7
20,AB7A61,171,122,97,6
20,B37A60,179,122,96,6
20,A2675B,162,103,91,7
20,B2826C,178,130,108,5
20,8A5B49,138,91,73,9
20,AE856E,174,133,110,5
20,BF8A76,191,138,118,4
20,BC8E70,188,142,112,4
20,92634E,146,99,78,8
20,996956,153,105,86,8
20,956452,149,100,82,8
20,A26E59,162,110,89,7
20,A77961,167,121,97,6
20,A77760,167,119,96,6
20,9C6853,156,104,83,8
20,A97A62,169,122,98,6
20,8D6252,141,98,82,9
20,956953,149,105,83,8
20,9D6D57,157,109,87,7
20,986F5E,152,111,94,7
20,B68165,182,129,101,5
20,966452,150,100,82,8
20,8D5A4B,141,90,75,9
20,815C4A,129,92,74,9
20,8D5F49,141,95,73,9
20,9B6D54,155,109,84,8
20,895745,137,87,69,9
20,B87E6B,184,126,107,5
20,AA795D,170,121,93,6
20,945E48,148,94,72,9
20,92604B,146,96,75,9
20,7F594A,127,89,74,9
20,7F5543,127,85,67,10
20,8A5F49,138,95,73,9
20,754F41,117,79,65,10
20,9F685B,159,104,91,7
20,684941,104,73,65,11
20,B4856A,180,133,106,5
20,FFF2E1,255,242,225,1
20,A8856A,168,133,106,6
20,9F7156,159,113,86,7
20,946550,148,101,80,8
20,A26F55,162,111,85,7
20,8A5243,138,82,67,9
20,815043,129,80,67,10
20,825141,130,81,65,10
20,905B47,144,91,71,9
20,93604C,147,96,76,9
20,92634D,146,99,77,8
20,8E5E49,142,94,73,9
20,71493E,113,73,62,11
20,A1755E,161,117,94,7
20,8C5D4E,140,93,78,9
20,A26F55,162,111,85,7
20,9F6956,159,105,86,8
20,805648,128,86,72,10
20,9C6755,156,103,85,8
20,9A6D5B,154,109,91,7
20,855A4B,133,90,75,9
20,A06A53,160,106,83,8
20,C39880,195,152,128,3
20,9F6E58,159,110,88,7
20,8F584E,143,88,78,9
20,9C6E53,156,110,83,8
20,A9735C,169,115,92,7
20,9C6E53,156,110,83,8
20,A9735C,169,115,92,7
20,926A56,146,106,86,8
20,8E6E57,142,110,87,8
20,95654E,149,101,78,8
20,C0987C,192,152,124,3
20,A57460,165,116,96,7
20,906454,144,100,84,8
20,8F6B53,143,107,83,8
20,B89381,184,147,129,4
20,866151,134,97,81,9
20,8E5E4C,142,94,76,9
20,9E7961,158,121,97,7
20,A27662,162,118,98,7
20,8C5F4A,140,95,74,9
20,966852,150,104,82,8
20,9E6E5C,158,110,92,7
20,886552,136,101,82,9
20,92664F,146,102,79,8
20,936654,147,102,84,8
20,6E4B3F,110,75,63,11
20,936650,147,102,80,8
20,7F5443,127,84,67,10
20,935C4A,147,92,74,9
20,956350,149,99,80,8
20,9F725A,159,114,90,7
20,8E6E57,142,110,87,8
20,A77B56,167,123,86,7
20,8F6F58,143,111,88,8
20,A4755E,164,117,94,7
20,966651,150,102,81,8
20,9A6D54,154,109,84,8
20,AB7B62,171,123,98,6
20,C09576,192,149,118,4
20,966551,150,101,81,8
20,825C4B,130,92,75,9
20,A98160,169,129,96,6
20,906351,144,99,81,8
20,9D725F,157,114,95,7
20,815B4A,129,91,74,9
20,A8785D,168,120,93,7
20,855A46,133,90,70,9
20,7D5247,125,82,71,10
20,A36E59,163,110,89,7
20,975F4B,151,95,75,8
20,AB785E,171,120,94,6
20,966854,150,104,84,8
20,6D4E41,109,78,65,11
20,9C7156,156,113,86,7
20,7A4C3F,122,76,63,10
20,7F5546,127,85,70,10
20,9F6E5B,159,110,91,7
20,926B53,146,107,83,8
20,8C6350,140,99,80,9
20,8B604A,139,96,74,9
20,8B604D,139,96,77,9
20,996C5A,153,108,90,8
20,B28567,178,133,103,5
20,A9725C,169,114,92,7
20,875745,135,87,69,9
20,7E5244,126,82,68,10
20,95644E,149,100,78,8
20,875749,135,87,73,9
20,8D6052,141,96,82,9
20,875A4F,135,90,79,9
20,A57967,165,121,103,6
20,AC7A6B,172,122,107,6
20,916457,145,100,87,8
20,996C59,153,108,89,8
20,A0745D,160,116,93,7
20,926452,146,100,82,8
20,966858,150,104,88,8
20,9C6C5B,156,108,91,7
20,B98971,185,137,113,5
20,9E6F59,158,111,89,7
20,AF796F,175,121,111,6
20,8C5F55,140,95,85,9
20,80534C,128,83,76,10
20,8D6355,141,99,85,8
20,915C4E,145,92,78,9
20,8A594F,138,89,79,9
20,84544C,132,84,76,9
20,927A5E,146,122,94,7
20,927A5E,146,122,94,7
20,785949,120,89,73,10
20,6F4C3C,111,76,60,11
20,8D644F,141,100,79,9
20,865B50,134,91,80,9
20,8D644F,141,100,79,9
20,915A50,145,90,80,9
20,755249,117,82,73,10
20,85574B,133,87,75,9
20,9B6752,155,103,82,8
20,956551,149,101,81,8
20,8E604E,142,96,78,9
20,966854,150,104,84,8
20,AF7B64,175,123,100,6
20,805241,128,82,65,10
20,9F6752,159,103,82,8
20,986955,152,105,85,8
20,8E5B46,142,91,70,9
20,885A4D,136,90,77,9
20,7E4D3F,126,77,63,10
20,825442,130,84,66,10
20,A36F58,163,111,88,7
20,9B6154,155,97,84,8
20,A56D5D,165,109,93,7
20,A16E55,161,110,85,7
20,AE7C5E,174,124,94,6
20,9A6B51,154,107,81,8
20,996856,153,104,86,8
20,BA876B,186,135,107,5
20,946853,148,104,83,8
20,B7856B,183,133,107,5
20,A2705A,162,112,90,7
20,A7745D,167,116,93,7
20,93634A,147,99,74,8
20,865F4D,134,95,77,9
20,B6846C,182,132,108,5
20,8E665A,142,102,90,8
20,9B6C53,155,108,83,8
20,8F604E,143,96,78,9
20,A5745F,165,116,95,7
20,8C5E4E,140,94,78,9
20,966A53,150,106,83,8
20,A27159,162,113,89,7
20,B07C62,176,124,98,6
20,815243,129,82,67,10
20,A06B58,160,107,88,7
20,C89D82,200,157,130,3
20,AB8466,171,132,102,6
20,926956,146,105,86,8
20,BE927B,190,146,123,4
20,A77962,167,121,98,6
20,905F50,144,95,80,9
20,AE8566,174,133,102,5
20,A97064,169,112,100,7
20,A8755E,168,117,94,7
20,9A6E5C,154,110,92,7
20,946151,148,97,81,8
20,A87B64,168,123,100,6
20,7F564B,127,86,75,10
20,A67762,166,119,98,6
20,906254,144,98,84,8
20,925E49,146,94,73,9
20,9E6A54,158,106,84,8
20,A37761,163,119,97,7
20,90614F,144,97,79,9
20,B37A60,179,122,96,6
20,936451,147,100,81,8
20,9B6555,155,101,85,8
20,815344,129,83,68,10
20,865544,134,85,68,9
20,906352,144,99,82,8
20,A3705B,163,112,91,7
20,996B58,153,107,88,8
20,8B6152,139,97,82,9
20,76504C,118,80,76,10
20,946B58,148,107,88,8
20,98604B,152,96,75,8
20,9A684F,154,104,79,8
20,875A47,135,90,71,9
20,A06C59,160,108,89,7
20,A26F58,162,111,88,7
20,7B5246,123,82,70,10
20,9E6A54,158,106,84,8
20,946A56,148,106,86,8
20,8C6A52,140,106,82,8
20,9A6E55,154,110,85,8
20,A77F67,167,127,103,6
20,845C4E,132,92,78,9
20,8C604E,140,96,78,9
20,895C4A,137,92,74,9
20,976856,151,104,86,8
20,7B5749,123,87,73,10
20,8E594C,142,89,76,9
20,936053,147,96,83,8
20,8E594C,142,89,76,9
20,936053,147,96,83,8
20,966449,150,100,73,8
20,785243,120,82,67,10
20,966449,150,100,73,8
20,785243,120,82,67,10
20,906150,144,97,80,9
20,825848,130,88,72,9
20,94654E,148,101,78,8
20,875E4E,135,94,78,9
20,A7755B,167,117,91,7
20,9C6D56,156,109,86,8
20,946852,148,104,82,8
20,A9755B,169,117,91,7
20,A26F5D,162,111,93,7
20,9F745B,159,116,91,7
20,A17161,161,113,97,7
20,815C4F,129,92,79,9
20,5D504E,93,80,78,11
20,91685A,145,104,90,8
20,996D5E,153,109,94,7
20,A07260,160,114,96,7
20,8C6050,140,96,80,9
20,AB7162,171,113,98,6
20,976955,151,105,85,8
20,A87B67,168,123,103,6
20,81594B,129,89,75,9
20,7C5145,124,81,69,10
20,885D49,136,93,73,9
20,865C4A,134,92,74,9
20,8A5D4B,138,93,75,9
20,916351,145,99,81,8
20,8A5F47,138,95,71,9
20,916753,145,103,83,8
20,7F5B4F,127,91,79,9
20,9A6853,154,104,83,8
20,895E4E,137,94,78,9
20,86574B,134,87,75,9
20,8C544A,140,84,74,9
20,986955,152,105,85,8
20,AB755B,171,117,91,7
20,956053,149,96,83,8
20,94694E,148,105,78,8
20,A1704F,161,112,79,7
20,8B5646,139,86,70,9
20,74403A,116,64,58,11
20,9B6851,155,104,81,8
20,946957,148,105,87,8
20,9D6F59,157,111,89,7
20,AB7D6B,171,125,107,6
20,AA7663,170,118,99,6
20,A6705C,166,112,92,7
20,84574B,132,87,75,9
20,AF8170,175,129,112,5
20,8A5E4C,138,94,76,9
20,92664D,146,102,77,8
20,97634D,151,99,77,8
20,926353,146,99,83,8
20,906352,144,99,82,8
20,93604B,147,96,75,9
20,845A4C,132,90,76,9
20,A1765C,161,118,92,7
20,8B604F,139,96,79,9
20,9D6A55,157,106,85,8
20,9C6856,156,104,86,8
20,A0715A,160,113,90,7
20,906454,144,100,84,8
20,89645D,137,100,93,8
20,906353,144,99,83,8
20,8D604E,141,96,78,9
20,A16F59,161,111,89,7
20,86584B,134,88,75,9
20,AC775D,172,119,93,6
20,B47A61,180,122,97,6
20,875B4C,135,91,76,9
20,885B4E,136,91,78,9
20,986252,152,98,82,8
20,8C6150,140,97,80,9
20,946654,148,102,84,8
20,B0846B,176,132,107,5
20,966758,150,103,88,8
20,996850,153,104,80,8
20,B78869,183,136,105,5
20,A9745E,169,116,94,7
20,A9765B,169,118,91,7
20,9B6550,155,101,80,8
20,83584E,131,88,78,9
20,A8795D,168,121,93,7
20,9C6652,156,102,82,8
20,936858,147,104,88,8
20,A47359,164,115,89,7
20,714D43,113,77,67,10
20,956955,149,105,85,8
20,7A5051,122,80,81,10
20,9F6B57,159,107,87,7
20,915F4F,145,95,79,9
20,9A6555,154,101,85,8
20,9F705D,159,112,93,7
20,A0775E,160,119,94,7
20,9B6958,155,105,88,8
20,A5745E,165,116,94,7
20,90614D,144,97,77,9
20,925D4D,146,93,77,9
20,AE7E6C,174,126,108,6
20,865F4E,134,95,78,9
20,B58069,181,128,105,5
20,B78068,183,128,104,5
20,8C5C4D,140,92,77,9
20,936657,147,102,87,8
20,B38773,179,135,115,5
20,915B4E,145,91,78,9
20,905E4C,144,94,76,9
20,855C4C,133,92,76,9
20,94624F,148,98,79,8
20,946757,148,103,87,8
20,A57259,165,114,89,7
20,A2725B,162,114,91,7
20,9D6956,157,105,86,8
20,956556,149,101,86,8
20,9B6254,155,98,84,8
20,9B6254,155,98,84,8
20,916151,145,97,81,8
20,A66F5D,166,111,93,7
20,8D5E4F,141,94,79,9
20,A16E52,161,110,82,7
20,976E56,151,110,86,8
20,80523F,128,82,63,10
20,977459,151,116,89,7
20,7B5746,123,87,70,10
20,976D58,151,109,88,8
20,A47057,164,112,87,7
20,8D6652,141,102,82,8
20,89644D,137,100,77,9
20,916451,145,100,81,8
20,A16F55,161,111,85,7
20,976554,151,101,84,8
20,906554,144,101,84,8
20,805246,128,82,70,10
20,94604D,148,96,77,8
20,BA856D,186,133,109,5
20,936856,147,104,86,8
20,9C6959,156,105,89,8
20,99715A,153,113,90,7
20,744F46,116,79,70,10
20,8E604E,142,96,78,9
20,9B6756,155,103,86,8
20,AC7A68,172,122,104,6
20,AD8065,173,128,101,6
20,A3725D,163,114,93,7
20,876050,135,96,80,9
20,B27D6A,178,125,106,5
20,8E5D4D,142,93,77,9
20,754F43,117,79,67,10
20,865546,134,85,70,9
20,AE795C,174,121,92,6
20,BD9279,189,146,121,4
20,94624F,148,98,79,8
20,C99D7E,201,157,126,3
20,936753,147,103,83,8
20,986755,152,103,85,8
20,7B5440,123,84,64,10
20,90644E,144,100,78,8
20,9E695B,158,105,91,7
20,8E6053,142,96,83,9
20,A56F5D,165,111,93,7
20,8D624F,141,98,79,9
20,835C4A,131,92,74,9
20,805B4B,128,91,75,9
20,7F5A48,127,90,72,10
20,A37860,163,120,96,7
20,815B49,129,91,73,9
20,9B6A54,155,106,84,8
20,8B6153,139,97,83,9
20,8A5E53,138,94,83,9
20,986453,152,100,83,8
20,97614E,151,97,78,8
20,8D5B4D,141,91,77,9
20,9A6E5A,154,110,90,7
20,976753,151,103,83,8
20,804F43,128,79,67,10
20,976753,151,103,83,8
20,804F43,128,79,67,10
20,9D6651,157,102,81,8
20,735045,115,80,69,10
20,9D6651,157,102,81,8
20,735045,115,80,69,10
20,A4705C,164,112,92,7
20,825447,130,84,71,10
20,86584B,134,88,75,9
20,976755,151,103,85,8
20,A06E59,160,110,89,7
20,915D4C,145,93,76,9
20,89594C,137,89,76,9
20,9A6858,154,104,88,8
20,775046,119,80,70,10
20,976451,151,100,81,8
20,896152,137,97,82,9
20,9F6E60,159,110,96,7
20,A5715D,165,113,93,7
20,92644D,146,100,77,8
20,895B49,137,91,73,9
20,84584E,132,88,78,9
20,A06B57,160,107,87,7
20,8D6152,141,97,82,9
20,7B5346,123,83,70,10
20,7F5A4C,127,90,76,9
20,9C6854,156,104,84,8
20,845546,132,85,70,9
20,6D4940,109,73,64,11
20,805446,128,84,70,10
20,A47462,164,116,98,7
20,AD7F6A,173,127,106,6
20,7C5B54,124,91,84,9
20,966A4F,150,106,79,8
20,B47D68,180,125,104,5
20,94624E,148,98,78,8
20,856453,133,100,83,9
20,9B6D59,155,109,89,7
20,855E4E,133,94,78,9
20,7E5E4B,126,94,75,9
20,9E745B,158,116,91,7
20,8C634C,140,99,76,9
20,715241,113,82,65,10
20,9C6C5B,156,108,91,7
20,B3816C,179,129,108,5
20,8C5E52,140,94,82,9
20,936255,147,98,85,8
20,A57165,165,113,101,7
20,9D715B,157,113,91,7
20,A5755D,165,117,93,7
20,A87966,168,121,102,6
20,896150,137,97,80,9
20,8B5C4B,139,92,75,9
20,895C53,137,92,83,9
20,795648,121,86,72,10
20,896253,137,98,83,9
20,A9806A,169,128,106,6
20,956A59,149,106,89,8
20,BD8074,189,128,116,5
20,845E4E,132,94,78,9
20,A47262,164,114,98,7
20,9D6A5A,157,106,90,7
20,84564A,132,86,74,9
20,A6755D,166,117,93,7
20,93644C,147,100,76,8
20,A06E56,160,110,86,7
20,975F55,151,95,85,8
20,84574A,132,87,74,9
20,8A5447,138,84,71,9
20,956953,149,105,83,8
20,B57E6C,181,126,108,5
20,8B6050,139,96,80,9
20,A8735D,168,115,93,7
20,956251,149,98,81,8
20,94624E,148,98,78,8
20,AB7763,171,119,99,6
20,A27C60,162,124,96,6
20,B98978,185,137,120,4
20,AF755D,175,117,93,6
20,A57159,165,113,89,7
20,A66D5C,166,109,92,7
20,AE7E6A,174,126,106,6
20,B07D65,176,125,101,6
20,A87257,168,114,87,7
20,8E6051,142,96,81,9
20,A8755E,168,117,94,7
20,7C5346,124,83,70,10
20,AF8266,175,130,102,6
20,A76E58,167,110,88,7
20,996A56,153,106,86,8
20,A6715B,166,113,91,7
20,A3705C,163,112,92,7
20,9B6A54,155,106,84,8
20,855A4B,133,90,75,9
20,926851,146,104,81,8
20,946A4D,148,106,77,8
20,936050,147,96,80,8
20,9F7058,159,112,88,7
20,956C52,149,108,82,8
20,936951,147,105,81,8
20,986957,152,105,87,8
20,966A55,150,106,85,8
20,906551,144,101,81,8
20,8D6150,141,97,80,9
20,A0715A,160,113,90,7
20,A57A5F,165,122,95,6
20,8B5C4C,139,92,76,9
20,895B4F,137,91,79,9
20,8D5F4D,141,95,77,9
20,956450,149,100,80,8
20,966B58,150,107,88,8
20,A5735B,165,115,91,7
20,AA6E5F,170,110,95,7
20,825F51,130,95,81,9
20,8F6755,143,103,85,8
20,7D5C50,125,92,80,9
20,AF7B65,175,123,101,6
20,B6846C,182,132,108,5
20,9B6B56,155,107,86,8
20,9B6B55,155,107,85,8
20,A3735C,163,115,92,7
20,8F6452,143,100,82,8
20,A88063,168,128,99,6
20,996851,153,104,81,8
20,725346,114,83,70,10
20,B4856C,180,133,108,5
20,AB7A61,171,122,97,6
20,855840,133,88,64,9
20,8E6058,142,96,88,8
20,825946,130,89,70,9
20,92695C,146,105,92,8
20,B48665,180,134,101,5
20,AA7B65,170,123,101,6
20,A6785F,166,120,95,7
20,7C5547,124,85,71,10
20,A9795A,169,121,90,7
20,9B735A,155,115,90,7
20,7E5245,126,82,69,10
20,966252,150,98,82,8
20,764A46,118,74,70,10
20,A8795A,168,121,90,7
20,9C6D52,156,109,82,8
20,946D59,148,109,89,8
20,986653,152,102,83,8
20,946555,148,101,85,8
20,8C5B48,140,91,72,9
20,9B7766,155,119,102,7
20,915F56,145,95,86,8
20,996D5C,153,109,92,7
20,926753,146,103,83,8
20,97624D,151,98,77,8
20,9F6C5A,159,108,90,7
20,976559,151,101,89,8
20,8F6551,143,101,81,8
20,8E604C,142,96,76,9
20,885A4A,136,90,74,9
20,CA957C,202,149,124,3
20,8E5F4C,142,95,76,9
20,A87861,168,120,97,6
20,BD8B70,189,139,112,5
20,B0816C,176,129,108,5
20,9D6D56,157,109,86,7
20,7D4539,125,69,57,10
20,B98173,185,129,115,5
20,8F6150,143,97,80,9
20,906D5B,144,109,91,8
20,B18162,177,129,98,6
20,986C53,152,108,83,8
20,946751,148,103,81,8
20,96634A,150,99,74,8
20,A16C5A,161,108,90,7
20,8E5B48,142,91,72,9
20,A27358,162,115,88,7
20,86594C,134,89,76,9
20,9D755D,157,117,93,7
20,8A5C4D,138,92,77,9
20,986954,152,105,84,8
20,946651,148,102,81,8
20,705A3E,112,90,62,10
20,AB7659,171,118,89,7
20,B37A60,179,122,96,6
20,956553,149,101,83,8
20,A0715A,160,113,90,7
20,926052,146,96,82,8
20,BC947A,188,148,122,4
20,9F6D5C,159,109,92,7
20,986956,152,105,86,8
20,935F50,147,95,80,8
20,B27861,178,120,97,6
20,87584A,135,88,74,9
20,9A6454,154,100,84,8
20,936451,147,100,81,8
20,976856,151,104,86,8
20,835849,131,88,73,9
20,8F5D4D,143,93,77,9
20,92684F,146,104,79,8
20,8A5D51,138,93,81,9
20,9A6454,154,100,84,8
20,986255,152,98,85,8
20,784F45,120,79,69,10
20,B28068,178,128,104,5
20,895A4B,137,90,75,9
20,845848,132,88,72,9
20,845848,132,88,72,9
20,B57E60,181,126,96,6
20,9E6555,158,101,85,8
20,A46F61,164,111,97,7
20,9E6555,158,101,85,8
20,A46F61,164,111,97,7
20,81574A,129,87,74,9
20,895846,137,88,70,9
20,895648,137,86,72,9
20,805749,128,87,73,10
20,794F46,121,79,70,10
20,845243,132,82,67,10
20,986C56,152,108,86,8
20,8B6050,139,96,80,9
20,85544E,133,84,78,9
20,875844,135,88,68,9
20,A3725F,163,114,95,7
20,B18061,177,128,97,6
20,A27058,162,112,88,7
20,A6755C,166,117,92,7
20,9C6E5B,156,110,91,7
20,976655,151,102,85,8
20,B77C67,183,124,103,5
20,BD8C70,189,140,112,4
20,85544B,133,84,75,9
20,754943,117,73,67,10
20,90685B,144,104,91,8
20,926853,146,104,83,8
20,A16954,161,105,84,8
20,B07966,176,121,102,6
20,AD7E60,173,126,96,6
20,8A5547,138,85,71,9
20,9A6B55,154,107,85,8
20,AD7E60,173,126,96,6
20,966753,150,103,83,8
20,845545,132,85,69,10
20,966753,150,103,83,8
20,845545,132,85,69,10
20,8C634E,140,99,78,9
20,A46E56,164,110,86,7
20,A27663,162,118,99,7
20,A7745E,167,116,94,7
20,9D715B,157,113,91,7
20,9C6C55,156,108,85,8
20,9C6755,156,103,85,8
20,8D5D4F,141,93,79,9
20,8A5D49,138,93,73,9
20,A8725F,168,114,95,7
20,90674E,144,103,78,8
20,966450,150,100,80,8
20,9D705B,157,112,91,7
20,946154,148,97,84,8
20,815A4C,129,90,76,9
20,9E6C5E,158,108,94,7
20,A57867,165,120,103,6
20,845B4B,132,91,75,9
20,9A6C53,154,108,83,8
20,926750,146,103,80,8
20,94654F,148,101,79,8
20,A46F57,164,111,87,7
20,72534A,114,83,74,10
20,9E6C54,158,108,84,8
20,996D59,153,109,89,8
20,986657,152,102,87,8
20,96664F,150,102,79,8
20,A87861,168,120,97,6
20,986450,152,100,80,8
20,B18167,177,129,103,5
20,BB836C,187,131,108,5
20,92674F,146,103,79,8
20,A26F56,162,111,86,7
20,8C6149,140,97,73,9
20,926651,146,102,81,8
20,8B644F,139,100,79,9
20,8E6450,142,100,80,8
20,97684F,151,104,79,8
20,8E6450,142,100,80,8
20,A57059,165,112,89,7
20,976752,151,103,82,8
20,A87A65,168,122,101,6
20,A47161,164,113,97,7
20,9C6A55,156,106,85,8
20,93604E,147,96,78,8
20,A77368,167,115,104,6
20,835648,131,86,72,9
20,895948,137,89,72,9
20,715045,113,80,69,10
20,95644D,149,100,77,8
20,895D52,137,93,82,9
20,886052,136,96,82,9
20,8D6352,141,99,82,9
20,7F5B4E,127,91,78,9
20,806751,128,103,81,9
20,76544A,118,84,74,10
20,865E4D,134,94,77,9
20,865D4F,134,93,79,9
20,89644A,137,100,74,9
20,845B49,132,91,73,9
20,7D5A4F,125,90,79,9
20,945C4B,148,92,75,9
20,8A574B,138,87,75,9
20,8E5F4F,142,95,79,9
20,885A4A,136,90,74,9
20,96634F,150,99,79,8
20,9C6853,156,104,83,8
20,B77F6B,183,127,107,5
20,B88670,184,134,112,5
20,835E4B,131,94,75,9
20,A36D5B,163,109,91,7
20,8F6452,143,100,82,8
20,976858,151,104,88,8
20,755042,117,80,66,10
20,885E51,136,94,81,9
20,946953,148,105,83,8
20,885E4D,136,94,77,9
20,855D49,133,93,73,9
20,7E564A,126,86,74,10
20,7A4D40,122,77,64,10
20,8B5F53,139,95,83,9
20,906351,144,99,81,8
20,946651,148,102,81,8
20,9C6C5C,156,108,92,7
20,8F6151,143,97,81,9
20,96644F,150,100,79,8
20,845849,132,88,73,9
20,8C6150,140,97,80,9
20,764F42,118,79,66,10
20,996B56,153,107,86,8
20,89614D,137,97,77,9
20,A36F56,163,111,86,7
20,8D6150,141,97,80,9
20,8D5E4B,141,94,75,9
20,81534A,129,83,74,10
20,936653,147,102,83,8
20,92684D,146,104,77,8
20,855B4B,133,91,75,9
20,A98165,169,129,101,6
20,A3755A,163,117,90,7
20,AF8564,175,133,100,5
20,765442,118,84,66,10
20,8E604B,142,96,75,9
20,9C6354,156,99,84,8
20,996D52,153,109,82,8
