id,name,party,position,state,state_id,district,district_id,incumbency,sv_pp,ine_profile,age,sex,webpage,social_media,prop_1,prop_2,prop_gender,ine_pp,sv_d,ine_d,webpage_d,social_media_d,facebook,instagram,twitter,youtube,tiktok,morena,pan,pri,pt,pvem,mc,prd,ind
77anitpt,anita lara herrera,pt,dep,chiapas,7,7-tonala,7,0,https://datacenter.sabervotar.mx/public/images/candidatos/365313889-T-1714183310.jpg,https://candidaturas.ine.mx/detalleCandidato/103251/4,42,f,https://partidodeltrabajo.com.mx/,"https://www.facebook.com/ptnacionalmx, https://www.youtube.com/@partidodeltrabajo4783","realizar estancias de día del adulto mayor, para que las personas adultas mayores tengan un lugar digno al que puedan acudir a convivir y atenderse. pensión universal para personas con discapacidad, para que la pensión a personas con discapacidad sea un derecho constitucional y no esté sujeta a un convenio o voluntad política.","manejo adecuado de los recursos hídricos privilegiando el consumo humano, propuestas para satisfacer las necesidades de consumo de agua de la población con énfasis en soluciones de largo plazo eficientes y de menor costo. uso eficiente y controlado del agua por la industria mediante iniciativa de ley para que las empresas que generen vapor de agua lo recuperen mediante proceso de condensación y lo regresen a la red de agua potable. esto para aplicarse en todas las poblaciones donde existan empresas o industrias que generen o liberen vapor de agua a la atmosfera.","que el respeto se lleve a cabo sin excepción entre todos los individuos, fomentando la equidad e igualdad, sin distinción de género, raza, color de piel, preferencial sexual, invitando a participar a instancias educativas correspondientes, coadyuvando con personal docente, padres de familia y en general con la comunidad.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,1,1,https://www.facebook.com/ptnacionalmx,NA,NA,https://www.youtube.com/@partidodeltrabajo4783,NA,0,0,0,1,0,0,0,0
75antomc,antonia vazquez cruz,mc,dep,chiapas,7,5-san cristobal de las casas,5,0,https://datacenter.sabervotar.mx/public/images/candidatos/1893209611-T-1713584947.jpg,https://candidaturas.ine.mx/detalleCandidato/6646/4,47,f,NA,"https://www.facebook.com/antonia.vazquezcruz.9, https://www.instagram.com/tonitavquez/","cuidado y fortalecimiento del medio ambiente, optimizando sistemas de riego para las parcelas de cultivo agrícola. salud para las comunidades rurales y urbanas, propiciando el cuidado de los residuos orgánicos y evitando la aparición de incendios y enfermedades causadas por el hacinamiento de basura. en educación, procuraré ser una voz que se levante para externar las necesidades de los jóvenes para tener un estudio digno y poder realizarlos como hombres y mujeres de bien.","educación, procuraré ser una voz que se levante para externar las necesidades de los jóvenes para tener un estudio digno y poder realizarlos como hombres y mujeres de bien. así también, solicitaremos aulas dignas, con infraestructura deportiva y cultural, procuraré realizar foros para conservar las raíces autóctonas de nuestros pueblos originarios, fortaleciendo nuestras raíces y dando a conocer al mundo nuestra cultura.","buscar la formación de mesas de trabajo, para identificar liderazgos sociales y empresariales, para fomentar la creación de empleos y con ello buscar una inserción de estos grupos de manera pacífica en la sociedad. gestionar apoyos para las mujeres violentadas, buscando tratamiento y apoyo psicológico, así como integrarlas de nueva cuenta a la sociedad de una manera digna y respetuosa.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/antonia.vazquezcruz.9,https://www.instagram.com/tonitavquez/,NA,NA,NA,0,0,0,0,0,1,0,0
77azucmor,azucena arreola trinidad,morena,dep,chiapas,7,7-tonala,7,0,https://datacenter.sabervotar.mx/public/images/candidatos/221573514-T-1713657880.jpg,https://candidaturas.ine.mx/detalleCandidato/6066/4,34,f,NA,"https://www.facebook.com/azuarreola, https://www.instagram.com/azucenaarreolatrinidad/","programa jóvenes que emprenden. objetivo: promover el crecimiento económico sostenido, inclusivo y sostenible, el empleo pleno y productivo y el trabajo para jóvenes que ya han estado un año capacitándose en jóvenes construyendo el futuro y que se les pueda apoyar con $30 mil pesos para emprender un negocio propio. definición del problema: deficientes mecanismos de vinculación entre oferentes y demandantes de empleo para los jóvenes. población objetivo: de acuerdo con información de la comisión económica para américa latina y el caribe (cepal), el promedio regional en la tasa de ocupación de jóvenes de entre 15 y 29 años el año pasado fue de 84.2, sin embargo, la mayoría está subempleada. esta falta de oportunidades laborales y la exclusión del mercado laboral empujan a que estén en el mercado informal. se plantea que en 1 año ya este en funcionamiento el programa.","programa jóvenes que emprenden. objetivo: promover el crecimiento económico sostenido, inclusivo y sostenible, el empleo pleno y productivo y el trabajo para jóvenes que ya han estado un año capacitándose en jóvenes construyendo el futuro y que se les pueda apoyar con $30 mil pesos para emprender un negocio propio. definición del problema: deficientes mecanismos de vinculación entre oferentes y demandantes de empleo para los jóvenes. población objetivo: de acuerdo con información de la comisión económica para américa latina y el caribe (cepal), el promedio regional en la tasa de ocupación de jóvenes de entre 15 y 29 años el año pasado fue de 84.2, sin embargo, la mayoría está subempleada. esta falta de oportunidades laborales y la exclusión del mercado laboral empujan a que estén en el mercado informal. se plantea que en 1 año ya este en funcionamiento el programa.","programa #yoteapoyo identificación, definición y descripción del problema o necesidad 2.1. definición del problema baja generación de empleos para mujeres en méxico. 2.2. estado actual del problema en méxico, los roles y estereotipos de género aún se encuentran bastante marcados en el ámbito laboral. por lo general, a las mujeres se les asocia con las labores domésticas y de cuidado de la familia, por lo que tienen menos posibilidades de ingresar y permanecer en el mercado de trabajo. la igualdad es un principio constitucional, y establece que mujeres y hombres son iguales ante la ley y, por consecuencia, tienen los mismos derechos. sin embargo, las mujeres se encuentran en desventaja con respecto a los hombres en diferentes ámbitos de la vida, por lo que es prioritario impulsar acciones que eliminen las desventajas que experimentan las mujeres frente a los hombres para acceder a puestos de trabajo o escalar a posiciones directivas de las organizaciones. las mujeres en méxico enfrentan barreras para entrar, ocupar y ascender a puestos importantes en los diferentes sectores económicos. la discriminación que sufren las mujeres en el mundo laboral, con salarios más bajos y dificultades para compatibilizar la vida personal y la carrera profesional, se hace todavía más evidente cuando se trata de lugares de responsabilidad. varios estudios muestran que hay muy pocas mujeres directivas, que cobran menos que sus colegas masculinos y que, a menudo, se sienten discriminadas por la empresa y por la sociedad.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/azuarreola,https://www.instagram.com/azucenaarreolatrinidad/,NA,NA,NA,1,0,0,0,0,0,0,0
711blanfue,blanca araceli hernandez aguilar,fuerza y corazon por mexico,dep,chiapas,7,11-las margaritas,11,0,NA,https://candidaturas.ine.mx/detalleCandidato/159597/4,22,f,NA,NA,NA,NA,NA,https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,0,0,0,0,NA,NA,NA,NA,NA,0,1,1,0,0,0,1,0
712carlpve,carlos andres siles torres,pvem,dep,chiapas,7,12-tapachula,12,0,https://datacenter.sabervotar.mx/public/images/candidatos/288715025-T-1713592291.jpg,https://candidaturas.ine.mx/detalleCandidato/7428/4,35,m,NA,"https://www.facebook.com/carlossilestorres/?locale=es_la, https://twitter.com/caarlossiles",mi propuesta principal es una iniciativa legislativa que construya una estrategia integral de atención de la migración en la frontera sur con respeto a los derechos humanos y en paz social; también quiero proponer una agenda de gobierno que sea incluida en el plan estatal de desarrollo.,"delitos ambientales: hacer de la protección a la biodiversidad una prioridad nacional, esto mediante la creación de la gendarmería verde dentro de la guardia nacional, para que se proteja la biodiversidad mexicana. agua: garantizar el acceso al agua, ampliando el presupuesto destinado a la prevención de fugas y fomentando la captación pluvial, todo esto mediante la creación de un banco nacional del agua.","mi propuesta en materia de género o grupo de situación de discriminación es: atención de la población migrante en tránsito con respeto, dignidad, inclusión sin discriminación y en paz social, bajo una estrategia de gobierno que genere políticas públicas de atención al migrante en la nueva de la frontera sur en chiapas en el 2025.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/carlossilestorres/?locale=es_la,NA,https://twitter.com/caarlossiles,NA,NA,0,0,0,0,1,0,0,0
71carlsig,carlos morelos rodriguez,sigamos haciendo historia,dep,chiapas,7,1-palenque,1,0,https://datacenter.sabervotar.mx/public/images/candidatos/1285125670-T-1714182569.jpg,https://candidaturas.ine.mx/detalleCandidato/4780/4,54,m,NA,"https://www.facebook.com/profile.php?id=100064124855723&mibextid=ptkpj9, https://www.instagram.com/carlos_morelosrodriguez?igsh=mwnvnm84atz1mhnteg==","revisar el sistema jurídico agrario, para proponer iniciativas encaminadas a generar políticas públicas encaminadas a evitar rezagos y retrasos injustificados en los trámites administrativos que realizan los ejidatarios ante las diversas instancias agrarias, esto derivado de que los procesos ante las dependencias encargadas de proteger los derechos de las personas que pertenecen a este sector agrario, pues el 51 del territorio en méxico corresponde a propiedad social, donde tienen derechos más de 5.3 millones de ejidatarios y comuneros, quienes junto con sus familias, habitan los más de 32 mil núcleos agrarios que existen en el país, distribuidos en 29,674 ejidos y 2,371 comunidades que forman parte de la estructura productiva de méxico, es por dicha razón que es de suma importancia que se implementen mecanismos encaminados a combatir el rezago registral, responder los trámites y servicios en los términos y tiempos que marca la ley, y dar una mejor atención a los sujetos de derechos agrarios.","dicha propuesta va dirigida a la población que más rezago social ha enfrentado en los últimos 30 años, como son los ejidatarios, ejidatarias y comuneros, la cual tiene como objetivo principal que se creen mecanismos eficientes y órganos dotados de plenas facultades para imponer sanciones a los servidores públicos que no cumplan con los plazos establecidos en las leyes y reglamentos, por lo que se considera el plazo de un año a partir de que se inicien las investigaciones correspondientes, para materializar dicha propuesta en iniciativa de reforma a diversas leyes y reglamentos respectivos.","la equidad de género y el respeto a los derechos políticos de todas las personas, independientemente de su sexo. es fundamental reconocer que aún enfrentamos desafíos significativos en este ámbito y que debemos trabajar juntos para lograr un verdadero avance hacia la igualdad de género en todos los aspectos de nuestra vida política y social. es crucial asegurar que se respeten los derechos políticos de todas las personas, independientemente de su sexo. esto implica proteger su derecho a la libertad de expresión, a la participación en procesos electorales libres y justos, y a la igualdad de oportunidades para postularse y ser electos en cargos de representación política. solo cuando todos los ciudadanos y ciudadanas tengan garantizados estos derechos fundamentales podremos hablar verdaderamente de una democracia plena y justa.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/profile.php?id=100064124855723&mibextid=ptkpj9,https://www.instagram.com/carlos_morelosrodriguez?igsh=mwnvnm84atz1mhnteg==,NA,NA,NA,1,0,0,1,1,0,0,0
77claupve,claudia lorena zavala gonzalez,pvem,dep,chiapas,7,7-tonala,7,0,https://datacenter.sabervotar.mx/public/images/candidatos/892846539-T-1717334163.jpg,https://candidaturas.ine.mx/detalleCandidato/7426/4,47,f,NA,NA,"optimización del abastecimiento en el sector de la salud. reconociendo la importancia vital del acceso a medicamentos y atención médica de calidad para una vida saludable, propongo implementar un sistema integral de gestión de abastecimiento en el sector de la salud. este sistema se centraría en mejorar la eficiencia en la adquisición, distribución y almacenamiento de medicamentos y suministros médicos esenciales. además, se establecerían mecanismos de monitoreo y evaluación para garantizar la disponibilidad constante de estos recursos en todas las instituciones de salud, desde hospitales hasta centros de atención primaria. mi objetivo es asegurar que todas las personas tengan acceso oportuno y equitativo a los medicamentos y servicios médicos necesarios para mantener y mejorar su salud.","fortalecimiento de los sectores productivos primarios. en reconocimiento del papel crucial que desempeñan los amigos pescadores, agropecuarios y agricultores en nuestra economía y seguridad alimentaria, propongo implementar un programa integral de apoyo y fortalecimiento para estos sectores. este programa incluiría medidas para mejorar el acceso a recursos financieros, tecnológicos y de capacitación, así como para promover prácticas sostenibles y diversificación de la producción. además, se establecerían mecanismos de apoyo específicos para enfrentar los desafíos que enfrentan estos sectores, como el cambio climático, la competencia y la volatilidad de los precios. mi objetivo es promover la viabilidad económica y la mejora continua de la calidad de vida de quienes trabajan en estos sectores, contribuyendo así al desarrollo integral y equitativo de nuestra comunidad.","desafortunadamente en nuestro país, a pesar de los grandes esfuerzos que se han realizado en materia de política pública, aún existen grupos que históricamente han sido marginados, quedando excluidos de fuentes de empleo dignas, que les garanticen mejores condiciones de vida para ellos y sus familias; por lo cual, es fundamental fomentar la creación de empleos dignos enfocados a personas con discapacidad, mujeres y jóvenes en situación de vulnerabilidad, esto a través de alianzas entre las empresas y el gobierno.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
71crecmc,crecencia diaz vazquez,mc,dep,chiapas,7,1-palenque,1,0,https://datacenter.sabervotar.mx/public/images/candidatos/927997325-T-1713664618.jpg,https://candidaturas.ine.mx/detalleCandidato/88816/4,45,f,NA,"https://www.facebook.com/chenchiambar/, https://www.instagram.com/crecenciadiazvazquez/",NA,NA,NA,https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,0,0,1,https://www.facebook.com/chenchiambar/,https://www.instagram.com/crecenciadiazvazquez/,NA,NA,NA,0,0,0,0,0,1,0,0
710delisig,deliamaria gonzalez flandez,sigamos haciendo historia,dep,chiapas,7,10-villaflores,10,0,https://datacenter.sabervotar.mx/public/images/candidatos/363535124-T-1714181920.jpg,https://candidaturas.ine.mx/detalleCandidato/4540/4,34,f,NA,"https://www.facebook.com/deliamariaglz/?locale=es_la, https://www.instagram.com/deliamariaglz/","apoyar el paquete de 20 iniciativas de reformas presentadas. medicamentos; garantizar la salud de las personas es un reto que enfrentan las naciones en el mundo, el incremento de enfermedades crónicas y degenerativas representan un problema para los gobiernos que requieren dotar a la población de los medicamentos adecuados que contribuyan en preservar su salud y garantizar su vida, en este sentido es fundamental impulsar la producción de medicamentos básicos dentro del país, para que se garantice el abastecimiento de medicamentos de enfermedades crónico degenerativas y tratamiento contra el cáncer.","restitución del derecho a vivir en familia de niños, niñas y adolescentes. seguridad; el reto que representa la inseguridad para los países en el mundo y caso específico de méxico hace necesario la incorporación de diferentes elementos que contribuyan a incrementar la eficiencia y eficacia con la que operan los diferentes cuerpos de seguridad pública en el país, por lo cual debemos promover el uso de tecnología como drones, cámaras de reconocimiento facial, inteligencia artificial con modelos matemáticos para prevenir delitos y filtrado de datos masivos.","fiscalía de la mujer; crear la fiscalía de la mujer, misma que estará integrada por mujeres que cuenten con especialización en impartición de justicia con perspectiva de género así también como dar atención integral de personas dentro del trastorno del espectro autista, integración a la sociedad a través de acciones que permitan tener una sociedad informada tomando como base la ley marco de atención que ya existe.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/deliamariaglz/?locale=es_la,https://www.instagram.com/deliamariaglz/,NA,NA,NA,1,0,0,1,1,0,0,0
72dianmc,diana valeria perez arias,mc,dep,chiapas,7,2-bochil,2,0,https://datacenter.sabervotar.mx/public/images/candidatos/1332674451-T-1713582695.jpg,https://candidaturas.ine.mx/detalleCandidato/6816/4,30,f,NA,"https://www.facebook.com/dianaperezmc?mibextid=zbwkwl, https://www.instagram.com/perezdiani?igsh=mznlngnkzwq4mg==","promover una ley al empleo juvenil que de alguna forma presione u obligue a las empresas a que contraten jóvenes de pueblos originarios con cero discriminaciones, logrando introducir el desarrollo a nuestra región, dando a las empresas alicientes o estímulos fiscales que les favorece el respetar esta ley y también a ellos les otorgue beneficios, de esta manera todas las empresas buscaran el apoyar a nuestra juventud de los pueblos originarios.","promover el mejoramiento y los servicios médicos al enfrentar la falta de atención médica, insumos, personal y medicinas en las comunidades rurales de los pueblos originales. actualmente los pueblos presentan un rezago importante en la mayoría de los servicios públicos y de salud, porque se hace importante promover y buscar mecanismos para que estos servicios lleguen a las comunidades indígenas","promover desde la educación preescolar una nueva cultura de derechos humanos y concientización sobre valores de igualdad de género y una cultura de paz y erradicación del machismo, y la violencia contra las mujeres en los pueblos originarios. buscando la transformación de los ideales desde nuestra niñez, fortaleciendo su integración con la población ladina sin discriminaciones ni rechazos.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/dianaperezmc?mibextid=zbwkwl,https://www.instagram.com/perezdiani?igsh=mznlngnkzwq4mg==,NA,NA,NA,0,0,0,0,0,1,0,0
79emilfue,emilio enrique salazar farias,fuerza y corazon por mexico,dep,chiapas,7,9-tuxtla gutierrez,9,0,https://datacenter.sabervotar.mx/public/images/candidatos/75545856-T-1712952178.jpg,https://candidaturas.ine.mx/detalleCandidato/5036/4,59,m,https://www.pan.org.mx/,"https://www.facebook.com/emilio.salazar.7528, https://twitter.com/emilio_salazarf, https://www.instagram.com/emiliosalazarfarias/","fortalecimiento del apoyo a familias con miembros con discapacidad, garantizando su acceso a servicios educativos, de salud y de empleo. regresar el seguro popular, creado durante el gobierno del expresidente vicente fox y que desapareció en la actual administración federal. garantizar que la ciudadanía tenga acceso a la salud digna. resolver el problema de abasto de medicamentos. atención médica en hospital público o privado. incluir en los gastos a cubrir por el gobierno los aparatos auditivos, prótesis dentales y cirugías de cataratas para adultos mayores.","recuperar el respeto por la vocación de las fuerzas armadas. retirar a los soldados y marinos de las tareas civiles y reenfocar sus labores al combate a las organizaciones criminales. nuevas policías con poder para vencer al crimen. un gran acuerdo nacional que convoque a las tres órdenes de gobierno, al congreso federal y a la sociedad para lograr la paz. mantener los programas sociales.","apoyar a las madres de familia con estancias infantiles y escuelas de tiempo completo, así como el promover que sean emprendedoras para que puedan trabajar desde sus casas y así, continuar con su desarrollo profesional. reactivar las escuelas especializadas para atender a niños y jóvenes con discapacidad, además de que se creará un sistema de cuidados en la casa para los adultos mayores y regresará el programa médico en tu casa.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,1,1,https://www.facebook.com/emilio.salazar.7528,https://www.instagram.com/emiliosalazarfarias/,https://twitter.com/emilio_salazarf,NA,NA,0,1,1,0,0,0,1,0
75emilsig,emilio ramon ramirez guzman,sigamos haciendo historia,dep,chiapas,7,5-san cristobal de las casas,5,0,https://datacenter.sabervotar.mx/public/images/candidatos/397927554-T-1713846196.jpg,https://candidaturas.ine.mx/detalleCandidato/4158/4,42,m,NA,"https://facebook.com/emiliorchol, https://www.instagram.com/emilioramonchol/?hl=es-la",promover una igualdad de condiciones en el tema de educación y salud. el congreso promover un mayor apoyo social e infraestructura para el desarrollo de los pueblos y comunidades indígenas de méxico. el acceso a todos los pueblos indígenas a contar con sus propios medios de comunicación. que incidan con el tema de igualdad y la no discriminación hacia los pueblos indígenas.,promover una igualdad de condiciones en el tema de educación y salud. el congreso promover un mayor apoyo social e infraestructura para el desarrollo de los pueblos y comunidades indígenas de méxico. el acceso a todos los pueblos indígenas a contar con sus propios medios de comunicación. que incidan con el tema de igualdad y la no discriminación hacia los pueblos indígenas.,"el desarrollo de las culturas y las identidades de los pueblos indígenas que hagan posible la libre determinación y autonomía de los pueblos originarios en los ámbitos de: educación, justicia, trabajo, campo e infraestructura, para desarrollar con ello una verdadera inclusión, y podamos formar verdaderamente parte del estado mexicano.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,NA,https://www.instagram.com/emilioramonchol/?hl=es-la,NA,NA,NA,1,0,0,1,1,0,0,0
78erikfue,erika jazmin sosa garcia,fuerza y corazon por mexico,dep,chiapas,7,8-comitan de dominguez,8,0,https://datacenter.sabervotar.mx/public/images/candidatos/1370273317-T-1714183873.jpg,https://candidaturas.ine.mx/detalleCandidato/192023/4,36,f,NA,https://www.facebook.com/erikasosag?mibextid=zbwkwl,NA,NA,NA,https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,0,0,1,https://www.facebook.com/erikasosag?mibextid=zbwkwl,NA,NA,NA,NA,0,1,1,0,0,0,1,0
77estefue,esteban acosta reyes,fuerza y corazon por mexico,dep,chiapas,7,7-tonala,7,0,https://datacenter.sabervotar.mx/public/images/candidatos/1890859769-T-1714106944.jpg,https://candidaturas.ine.mx/detalleCandidato/5178/4,51,m,NA,"https://www.facebook.com/acostareyesesteban, https://www.instagram.com/estebanacostareyes?utm_source=ig_web_button_share_sheet&igsh=zdnlzdc0mzixnw==, https://www.youtube.com/@estebanacostareyes","colocar lo que producen nuestras tierras como lo que es, un producto de calidad, un producto que tiene lo necesario para competir con otros mercados, la propuesta es poner a nuestros productores en un plano competitivo en los mercados, buscando acuerdos a mediano plazo a efectos de poder brindarle a las familias que dependen del campo y la pesca para subsistir, una manera digna y suficiente de hacerlo.","que todo aquel que requiera acceso a la salud, pueda tenerla a su alcance, es necesario el mejorar nuestro sistema de salud y alcanzar a las comunidades marginadas de la región, mediante campañas de salud que estén al alcance de estas comunidades alejadas, para así prever enfermedades que aquejan a este sector de nuestra gente. la meta es alcanzar a llegar a estas comunidades a corto plazo, cubriendo las necesidades de atención médica.","apoyo a mujeres emprendedoras, con capacitaciones en las áreas de su interés, para así propiciar que se cuente con una economía activa y sin distinción de géneros, y enlace a financiamiento para iniciar o continuar el camino a la independencia financiera, esta propuesta será de iniciarse a corto plazo, dado la necesidad existente en la ciudadanía.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/acostareyesesteban,https://www.instagram.com/estebanacostareyes?utm_source=ig_web_button_share_sheet&igsh=zdnlzdc0mzixnw==,NA,https://www.youtube.com/@estebanacostareyes,NA,0,1,1,0,0,0,1,0
712fernpt,fernel arturo galvez rodriguez,pt,dep,chiapas,7,12-tapachula,12,0,https://datacenter.sabervotar.mx/public/images/candidatos/1246878135-T-1714183663.jpg,https://candidaturas.ine.mx/detalleCandidato/103255/4,55,m,https://www.facebook.com/ptnacionalmx/?ref=hl,NA,los jóvenes tienen derecho a estar representados en los ámbitos de toma de decisiones y ocupar un puesto público les permite ser la voz de su generación y abogar por sus intereses y preocupaciones. compromiso cívico: participar en la vida política y pública es una forma importante de comprometerse con la comunidad y contribuir al bienestar colectivo.,"seguir fomentando el apoyo de las personas de la tercera edad, con el propósito de que no vivan más en situación de calle y puedan tener por lo menos ayuda para cubrir las necesidades básicas como ser humano. aunado a esto, fomentar la creación de empleos dignos enfocados a personas con discapacidad, mujeres y jóvenes en situación de vulnerabilidad, esto a través de alianzas entre las empresas y el gobierno.","presentar, durante el tercer periodo ordinario de sesión, una iniciativa de ley para eliminar la brecha salarial de género, promoviendo la igualdad de remuneración económica por trabajo de igual valor; para fomentar la participación equitativa de mujeres y personas de género diversos en todos los niveles de la jerarquía laboral para garantizar los derechos de estos grupos vulnerables.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0
76florsig,flor de maria esponda torres,sigamos haciendo historia,dep,chiapas,7,6-tuxtla gutierrez,6,0,https://datacenter.sabervotar.mx/public/images/candidatos/387279673-T-1715808738.jpg,https://candidaturas.ine.mx/detalleCandidato/4352/4,32,f,NA,"https://www.instagram.com/florespondat/, https://www.facebook.com/florespondatorres","coincido con lo antes expuesto por diputadas y senadoras: toda persona tiene derecho al cuidado digno que sustente su vida y le otorgue los elementos materiales y simbólicos para vivir en sociedad. población: en nuestro país existen 17 millones de mujeres sin posibilidad de trabajar por razones de labores de cuidado y domésticas, con respecto a las personas cuidadoras, el mayor costo se concentra en las mujeres debido a los roles asignados socialmente y a la ausencia de programas y servicios de cuidado. por esta razón, son ellas quienes enfrentan grandes limitaciones en el uso de su tiempo, lo que a su vez impide la inserción plena en los ámbitos educativo, laboral, social y político. también restringe su acceso a la seguridad social y sus posibilidades de acumulación de bienes y patrimonio. objetivo: creación y consolidación de un sistema nacional de cuidados. mediante la expedición de un nuevo ordenamiento jurídico que tenga como principal vertiente la atención, asistencia y cuidados de las personas en situación de dependencia, contando con corresponsabilidad entre familias y estado. cabe resaltar que en nuestro país se han presentado dos iniciativas similares que tienen como objetivo la creación de una ley general de sistema nacional de cuidados, la primera de ellas presentada y aprobada en noviembre del 2020 en la cámara de diputados. posteriormente, en noviembre del 2021, fue presentada en el senado la iniciativa para crear la ley del sistema nacional de cuidados.","reducción de la jornada laboral. en meses pasados, se impulsó una reforma a la ley federal del trabajo, para reducir la jornada laboral, sin embargo, fue postergada para su aprobación. por lo cual considero que es primordial retomar como justicia social y laboral para la base trabajadora en nuestro país. población: población económicamente activa que representa 60.7 millones de mexicanos y mexicanas. objetivo: considerando la necesidad de mejorar la calidad de vida de las y los trabajadores y promover un equilibrio entre el trabajo y la vida personal, es fundamental legislar en temas de interés público, por tal motivo una deuda social con las y los mexicanos es la reducción de la jornada laboral. actualmente, nuestro país ocupa el lugar 1er lugar con más horas de trabajo laboral. méxico es el país donde se trabaja más horas al año en promedio, según datos de la organización para la cooperación y desarrollo económico (ocde). con un promedio de 2,128 horas trabajadas al año. de acuerdo con la organización internacional del trabajo (oit) la reducción de la jornada laboral favorece la salud y la seguridad en el lugar de trabajo, la compatibilidad con la familia; promueve la igualdad entre los géneros, el fortalecimiento sindical y la negociación colectiva y refuerza la productividad. los límites de horas de trabajo pueden reducir las horas excesivas (que tienden a ser perjudiciales para la salud y nada productivas) y así contribuir hacia una mayor producción. la propuesta se basa en evidencia científica y experiencias internacionales que demuestran los beneficios de u.","en nuestro país existen 17 millones de mujeres sin posibilidad de trabajar por razones de labores de cuidado y domésticas. con respecto a las personas cuidadoras, el mayor costo se concentra en las mujeres debido a los roles asignados socialmente y a la ausencia de programas y servicios de cuidado. por esta razón, son ellas quienes enfrentan grandes limitaciones en el uso de su tiempo, lo que a su vez impide la inserción plena en los ámbitos educativo, laboral, social y político. también restringe su acceso a la seguridad social y sus posibilidades de acumulación de bienes y patrimonio objetivo: creación y consolidación de un sistema nacional de cuidados. mediante la expedición de un nuevo ordenamiento jurídico que tenga como principal vertiente la atención, asistencia y cuidados de las personas en situación de dependencia, contando con corresponsabilidad entre familias y estado. cabe resaltar que en nuestro país se han presentado dos iniciativas similares que tienen como objetivo la creación de una ley general de sistema nacional de cuidados, la primera de ellas presentada y aprobada en noviembre del 2020 en la cámara de diputados. posteriormente, en noviembre del 2021, fue presentada en el senado la iniciativa para crear la ley del sistema nacional de cuidados metas y plazo para su promoción: 1er año de ejercicios legislativos del congreso de la unión.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/florespondatorres,https://www.instagram.com/florespondat/,NA,NA,NA,1,0,0,1,1,0,0,0
76geramc,gerardo oel vazquez flores,mc,dep,chiapas,7,6-tuxtla gutierrez,6,0,https://datacenter.sabervotar.mx/public/images/candidatos/257172196-T-1712864102.jpg,https://candidaturas.ine.mx/detalleCandidato/7118/4,47,m,NA,"https://www.facebook.com/gerardovazquezchiapas, https://twitter.com/gerardovazquez_?t=tmf_pr9xnfmmz7vlc6zseq&s=08, https://www.instagram.com/gerardo24vazquez?igsh=anv5ehe0mmzpy3d1, https://www.tiktok.com/@gerardovazquezf37?_t=8lopvobsrhk&_r=1","que los presupuestos se distribuyan de manera más equitativa y que el campo sea favorecido con mayores apoyos, no solamente en agricultura, sino que también debemos voltear a ver la ganadería de nuestro estado y regresarles los apoyos y créditos que este sector tenía, buscando incrementar en el estado esta actividad económica.","desarrollar incentivos económicos para las empresas que decidan confiar en el estado y establecerse en nuestra entidad, procurando también el cuidado del medio ambiente para no dañar nuestra ecología, estableciendo mecanismos de apoyo para estas empresas y como resultado de esto, lograr el incremento en nuevos empleos mejor remunerados.","nuestro estado tiene un gran índice de desempleo por la falta de industria y empresas. promoveríamos los incentivos fiscales para llamar la atención de empresas no contaminantes que pudieran establecerse en el estado, elevándolo a iniciativa de ley durante el primer año de mi gestión.",https://candidaturas.ine.mx/cycc/img/fotocandidato/NA.jpg,1,1,0,1,https://www.facebook.com/gerardovazquezchiapas,https://www.instagram.com/gerardo24vazquez?igsh=anv5ehe0mmzpy3d1,https://twitter.com/gerardovazquez_?t=tmf_pr9xnfmmz7vlc6zseq&s=08,NA,https://www.tiktok.com/@gerardovazquezf37?_t=8lopvobsrhk&_r=1,0,0,0,0,0,1,0,0
